Category,Title,Price,RAM,CPU,Model,Brand,GPU,Screen Size,Storage,Collection Date
Laptops,"Apple MacBook Pro  13"" 2020 2.3GHz i7 32GB RAM 1TB SSD A2251 macOS Sequoia",US $415.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:14:54
Laptops,2023 Apple MacBook Pro 16-inch Laptop - M3 Max 16C CPU 40C GPU 64GB RAM 1TB SSD,"$2,099.00",64 GB,Apple M3 Max,pro m3 max 16,Apple,N/A,16 in,1 TB,2025-01-28 17:14:49
Laptops,"Apple MacBook Pro 16 in 2019 Silver/Intel Core i7 2.60 GHz, 512 GB 16 GB",$285.00,16 GB,Intel Core i7,MacBook Pro,Apple,N/A,16 in,512 GB,2025-01-28 17:16:29
Laptops,"Apple MacBook Air A1932 13"" Core i5 8GB SSD 256GB Silver 2018.  w/Original Box.",$113.50,8 GB,1.6 GHz Core i5 (I5-8210Y),MVFL2LL/A,Apple,N/A,"13""",256GB,2025-01-28 17:16:35
Laptops,"MacBook 2017 12"" 1.3GHz Core i5 512GB 8GB Gray (Read Description) 3wnikgb9zoib",US $62.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:16:09
Laptops,"2022 Apple Macbook Air 13.6"" M2 Midnight 16GB",$529.00,16 GB,Apple M2,A2681,Apple,N/A,13.6 in,512 GB,2025-01-28 17:14:03
Laptops,"Apple MacBook Pro  13"" 2020 1.4GHz i5 16GB RAM 500GB SSD A2289 macOS Sequoia",$222.50,16 GB,Intel Core i5 10th Gen.,MacBook Pro,Apple,N/A,13 in,500 GB,2025-01-28 17:17:19
Laptops,FULL SET MacBook Pro 16 inch 64GB 1TB HD 5500M AMD Radeon Pro i9 8-core Gray,"$1,590.00",64 GB,Intel Core i9 10th Gen.,MacBook Pro (Magic Keyboard),Apple,N/A,16 in,1 TB,2025-01-28 17:14:52
Laptops,"Apple Macbook Air MLY33LL/A 2022 M2 - Magsafe 3 - 13.6""  8GB/256GB SSD Excellent",$668.00,8 GB,Apple M2,MacBook Air,Apple,N/A,13.6,256 GB,2025-01-28 17:15:56
Laptops,"Apple Macbook Air 13"" Laptop | i5 4GB RAM + 128GB SSD | MacOS Big Sur | Warranty",$139.00,4 GB,Intel Core i5,MacBook Air,Apple,N/A,11 in,128 GB,2025-01-28 17:17:01
Laptops,"Apple MacBook Pro Core i7 2.5GHz 16GB RAM 512GB SSD 15"" MJLT2LL/A - Very Good",$394.97,16 GB,Intel Core i7,Apple MacBook Pro,Apple,N/A,15.4 in,512 GB,2025-01-28 17:14:50
Laptops,"Apple Early 2020 MacBook Air 13"" 1.1GHz i3 16GB RAM 256GB SSD - Very good",$399.99,16 GB,Intel Core i3 10th Gen.,MacBook Air,Apple,N/A,13.3 in,256 GB,2025-01-28 17:14:22
Laptops,"Apple Early 2020 MacBook Air 13"" 1.1GHz i3 16GB RAM 256GB SSD - Very good",$399.99,16 GB,Intel Core i3 10th Gen.,MacBook Air,Apple,N/A,13.3 in,256 GB,2025-01-28 17:17:21
Laptops,"Apple MacBook Pro 13"" Core i7 3.5GHz 16GB RAM 512GB SSD - Very Good",$419.99,16 GB,Intel Core i7 7th Gen.,MacBook Pro,Apple,N/A,13 in,512 GB,2025-01-28 17:15:59
Laptops,"Apple MacBook Air 13.3"" Core i3 1.10 GHz 8GB 128GB SSD MWTJ2LL/A",US $299.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:14:11
Laptops,Apple Macbook Air Mryu3ll/a 2024 Ms3-35w M3 Chip 8GB 15.3in 256GB SSD 8CPU/10GPU,$869.00,8 GB,Apple M3,MacBook Air,Apple,N/A,15.3 in,256 GB,2025-01-28 17:13:51
Laptops,Apple MacBook Air 13-inch 2024 M3 / 8GB RAM / 256GB SSD / 8-Core GPU / Midnight,$799.00,8 GB,Apple M3,13 AIR M3,Apple,N/A,13 in,256 GB,2025-01-28 17:18:29
Laptops,"APPLE MACBOOK PRO A1708 13"" i5 2.0GHz 8GB 256GB 2016 *GRADE D*",$154.99,8 GB,Intel Core i5 6th Gen.,MacBook Pro,Apple,N/A,13 in,256 GB,2025-01-28 17:15:59
Laptops,Apple Macbook Pro 15 Laptop | Quad Core i7 + 8GB RAM + 256GB SSD | OS Catalina,$189.00,8GB,Intel Quad Core i7,MacBook Pro (Retina),Apple,N/A,15 in,256 GB,2025-01-28 17:14:05
Laptops,Apple MacBook Pro 13” Dual Core i5 8GB RAM  500GB HDMacOs Catalina. DVD PLAYER,$129.00/ea,8 GB,Intel Core i5 3rd Gen.,A1278,Apple,N/A,13 in,N/A,2025-01-28 17:16:11
Laptops,"Apple MacBook 2016 12"" 1.1GHz Core M3 256GB SSD 8GB RAM",US $249.00/ea,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:13:45
Laptops,"Apple MacBook Pro 13"" Core i7 3.5GHz 16GB RAM 512GB SSD - Very Good",$419.99,16 GB,Intel Core i7 7th Gen.,MacBook Pro,Apple,N/A,13 in,512 GB,2025-01-28 17:15:53
Laptops,"Apple MacBook Pro Retina 13"" Core i5 8GB SSD 128GB Gray Mid 2017 GOOD CONDITION",$190.00,8 GB,2.3 GHz Core i5 (I5-7360U),MPXQ2LL/A,Apple,N/A,"13""",128GB,2025-01-28 17:16:41
Laptops,"Apple Macbook Air 11"" Laptop | i5 4GB RAM + 128GB SSD | MacOS Big Sur | Light Up",$139.00,4 GB,Intel Core i5 3rd Gen.,MacBook Air,Apple,N/A,11 in,128 GB,2025-01-28 17:16:11
Laptops,Apple Macbook Air Mryu3ll/a 2024 Ms3-35w M3 Chip 8GB 15.3in 256GB SSD 8CPU/10GPU,$869.00,8 GB,Apple M3,MacBook Air,Apple,N/A,15.3 in,256 GB,2025-01-28 17:16:54
Laptops,"MacBookPro16,3 2020 A2289 Apple Macbook Pro 13"" 1.4ghz i5 8gb 4C 256GB Silv #73",$298.98,8 GB,Intel Core i5 8th Gen.,A2289,Apple,N/A,13 in,256 GB,2025-01-28 17:14:45
Laptops,"Apple Macbook Pro 15"" Retina - i7 2.2GHZ 16GB 512GB SSD - OS Monterey + Warranty",US $265.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:16:17
Laptops,Macbook Unibody 2009 13.3” Intel Core 2 Duo 8GB RAM-256GBSS mecOS Sonoma 2024,$165.00/ea,8 GB,Intel Core 2 Duo,MacBook (Unibody),Apple,N/A,13.3 in,256 GB,2025-01-28 17:18:18
Laptops,"Apple Macbook Pro 15"" Laptop - Quad Core i7 2.2GHz 16GB RAM 512GB SSD - Warranty",$269.00/ea,16 GB,Intel Quad Core i7,A1398,Apple,N/A,15 in,512 GB,2025-01-28 17:14:55
Laptops,Apple MacBook Pro 13” 2.5ghz Core i5 16GB Ram 1000GB HDD A1278 OS 10.15 Catalina,$115.00,16 GB,Intel Core i5 3rd Gen.,MacBook Pro,Apple,N/A,"13""",None,2025-01-28 17:17:04
Laptops,Apple MacBook Air 13 2020 M1 8-Core CPU 7-Core GPU 8GB 256GB Space Gray - Good,$449.99,8 GB,Apple M1,MacBook Air,Apple,N/A,13.3 in.,256 GB,2025-01-28 17:16:03
Laptops,"Apple MacBook 2016 A1534 12"" Intel Core m3-6Y30 256GB SSD 8GB RAM Mac OS",$167.38,8 GB,Intel Core m3-6Y30,Apple MacBook 2016,Apple,N/A,12 in,256 GB,2025-01-28 17:16:40
Laptops,Apple MacBook Air 13 Silver 2018 1.6 GHz Intel Core i5 8th Gen 8GB 256GB Good,$279.99,8 GB,Intel Core i5 8th Gen.,MacBook Air,Apple,N/A,13.3 in.,256 GB,2025-01-28 17:13:44
Laptops,Apple 13.3 MacBook Air i7 2.2GHz 8GB RAM 256GB SSD Silver Z0UU1LL/A Good,US $225.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:18:26
Laptops,"Apple 2018 MacBook Air 13"" 1.6GHz Dual-Core i5 16GB RAM 128GB SSD - Very good",$299.99,16 GB,Intel Core i5 8th Gen.,A1932,Apple,N/A,13 in,128 GB,2025-01-28 17:16:27
Laptops,"Apple MacBook Pro A1990 15.4'' 2018 Core i7 2.2GHz 16GB RAM 256GB SSD,Gray, Good",$342.99,16 GB,Intel Core i7 8th Gen.,A1990,Apple,N/A,15.4 in,256 GB,2025-01-28 17:16:09
Laptops,M1 MacBook Everything Work Perfect,US $480.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:15:13
Laptops,"Apple MacBook Pro Intel Core i5, 13.3-inch, 8GB RAM, 256GB SSD, Space Gray",US $299.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:17:35
Laptops,Apple MacBook Air 13 Early 2015 2.2GHz Intel Core i7 5th Gen 8GB 256GB Very Good,$169.99,8 GB,Intel Core i7 5th Gen.,MacBook Air,Apple,N/A,13.3 in.,256 GB,2025-01-28 17:16:06
Laptops,"Apple MacBook Air Core i7 2.2GHz 8GB RAM 128GB SSD 13"" Z0UU1LL/A (2017) - Good",US $234.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:16:05
Laptops,"Macbook Air A1466 13"" Dual Core 1.8ghz i5 8GB RAM 256GB Flash Drive, mid-2012",$99.00,N/A,Intel Core i5 3rd Gen.,MacBook Air,Apple,N/A,13.1 in,N/A,2025-01-28 17:15:12
Laptops,"MacBookPro16,3 2020 A2289 Apple Macbook Pro 13"" 1.4ghz i5 8gb 4C 256GB Gray #95",$298.98,8 GB,Intel Core i5 8th Gen.,A2289,Apple,N/A,13 in,256 GB,2025-01-28 17:15:15
Laptops,"Apple MacBook Air 2013 13.3"" Intel Core i7-4650U 512GB SSD 8GB DDR3 A1466",US $124.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:15:36
Laptops,"LOADED!! Apple MacBook Pro Retina 15"" 6-Core i7 + TouchBar + 2024 OS + EXTRAS!!",$845.50,16 GB,Intel Core i7 8th Gen.,MacBook Pro,Apple,N/A,15 in,256 GB,2025-01-28 17:16:45
Laptops,"13"" Apple MacBook Pro 3.1 i5 8GB RAM 256GB SSD Catalina Gray",$240.00,8 GB,Intel Core i5 7th Gen.,MacBook Pro,Apple,N/A,13 in,256 GB,2025-01-28 17:16:26
Laptops,"USED - MacBook Pro 15"", 512GB SSD, Intel i7 2.90 GHz, 16GB RAM, Radeon Pro 560",$176.50,16 GB,Intel Core i7 7th Gen.,MacBook Pro,Apple,N/A,15.4 in,512 GB,2025-01-28 17:14:38
Laptops,"Apple MacBook Pro 15"" Retina /Quad Core i7 / 16GB / 256GB SSD HD. OS Catalina",$199.00/ea,16 GB,i7,MacBook Pro (Retina),Apple,N/A,15 in,256 GB,2025-01-28 17:16:42
Laptops,"Apple MacBook Pro 2018 (4 Thunderbolt Ports) - Intel Core I7, 1TB SSD, 16GB RAM",$400.00,16 GB,Intel Core i7 8th Gen.,MacBook Pro (Thunderbolt 3),Apple,N/A,13.3 in,1 TB,2025-01-28 17:14:58
Laptops,"Apple MacBook Air 13"" 2020 128GB/8GB MGN53LL/A M1 Chip Touch ID Space Gray Good",$409.97,8 GB,M1 Processor,"Apple MacBook Air 13.3"" (2020)",Apple,N/A,13 in,N/A,2025-01-28 17:18:26
Laptops,"Apple Macbook Air A1466 13"" 2013  I5 1.3GHz 4GB 256GB SSD MD760LL/A Laptop",$89.00,4 GB,Intel Core i5 5th Gen.,A1466,Apple,N/A,13.3 in,256 GB,2025-01-28 17:18:29
Laptops,"Apple MLH12LL/A MacBook Pro 13"" Intel Core i7-6567U 16GB RAM 1TB SSD, Good",US $328.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:15:58
Laptops,MacBook Pro 13 Touch Bar Space Gray 2020 1.4 GHz Intel Core i5 16GB 256GB SSD,US $359.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:15:43
Laptops,"Apple MacBook Air (13-inch, 2018) 128GB 8GB (WiFi) A1932 Core i5 Silver Broken",US $149.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:13:31
Laptops,MacBook Pro 13 Touch Bar Space Gray  3.1 GHz i5 8GB 256GB SSD Very Good,$389.99,8 GB,Intel Core i5,MacBook Pro,Apple,N/A,13 in,256 GB,2025-01-28 17:16:14
Laptops,"2014 Apple MacBook Air 13.3 inch Laptop , I5 4gb Ram",$89.99,4 GB,Intel Core i5 5th Gen.,MacBook Air,Apple,N/A,13.3 in,256 GB,2025-01-28 17:18:23
Laptops,"Apple MacBookPro 13.3"", 2.9 GHz i7 3520M, Catalina, 4GB Ram, 128GB SSD",$95.00,4 GB,Intel Core i7 3rd Gen.,MD101LL/A,Apple,N/A,13.3 in,128 GB,2025-01-28 17:15:32
Laptops,Apple MacBook Pro 16 i7 16GB 512GB SSD 2019 Gray,US $500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:16:24
Laptops,Mac Book Air Model A1466 (mid-2013),$80.00/ea,N/A,Intel Core i5 4th Gen.,A1466,Apple,N/A,13.3 in,128 GB,2025-01-28 17:14:48
Laptops,"Apple MacBook Air Core i5 1.8GHz 8GB RAM 256GB SSD 13"" - MQD32LL/A - Good",$204.97,8 GB,Intel Core i5,Apple MacBook Air,Apple,N/A,13 in,256 GB,2025-01-28 17:16:07
Laptops,"Apple MacBook Air 2015 13.3"" Intel Core i5-5250U 128GB SSD 8GB DDR3 A1466",US $95.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:16:10
Laptops,"Broken 2020 Apple MacBook Pro 13.3"" M1 8C GPU 3.2GHz 8GB RAM 256GB SSD Cracked",$299.99,8 GB,Intel Core i5 8th Gen.,MacBook Pro,Apple,N/A,13.3 in,512 GB,2025-01-28 17:16:02
Laptops,MacBook Air 2015 13”,US $80.00,4 GB,Intel Core i5 5th Gen.,MacBook Air,Apple,N/A,13.3 in,256 GB,2025-01-28 17:16:50
Laptops,"Apple MacBook Pro Core i5 2.4GHz 8GB RAM 500GB HD 13"" - MD313LL/A - Good",$179.97,8 GB,Intel Core i5,Apple MacBook Pro,Apple,N/A,13 in,N/A,2025-01-28 17:15:31
Laptops,MacBook Pro 15 Retina Mid 2015 2.8GHz Intel Core i7 16GB 1TB SSD Good Condition,$299.99,16 GB,Intel Core i7 4th Gen.,MacBook Pro,Apple,N/A,15.4 in.,1 TB,2025-01-28 17:14:43
Laptops,"Apple MacBook Pro 16"" 6-Core i7 + LOADED!! + TouchBar + 2024 OS!! + EXTRAS!!",$897.75,16 GB,Intel Core i7 9th Gen.,MacBook Pro (Retina),Apple,N/A,16 in,512 GB,2025-01-28 17:16:47
Laptops,"Apple MacBook Pro A1425 10,2 13"" 2.6GHz i5 8GB RAM 256GB 10.15 Grade A No AC/Wif",$77.99,8 GB,Intel Core i5-3230M,"MacBook Pro A1425 10,2 ME662LL/A",Apple,N/A,13 in,256 GB,2025-01-28 17:14:04
Laptops,"Apple MacBook Air Core i3 1.1GHz 8GB RAM 128GB SSD 13"" MWTK2LL/A (2020) - Good",US $389.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:14:59
Laptops,"Apple Macbook Air MQKW3LL/A 2023 -Magsafe 3 M2 8GB 15.3"" 256GB SSD 8 CPU/10 GPU",$788.00,8 GB,Apple M2,MQKW3LL/A,Apple,N/A,15.3 in,256 GB,2025-01-28 17:18:27
Laptops,Apple MacBook Air 13 Silver 2018 1.6 GHz Intel Core i5 8th Gen 8GB 256GB Good,$279.99,8 GB,Intel Core i5 8th Gen.,MacBook Air,Apple,N/A,13.3 in.,256 GB,2025-01-28 17:14:00
Laptops,"Apple MacBook Air Core i3 1.1GHz 128GB SSD 13"" MWTJ2LL/A (2020) Used-Excellent",$369.97,8 GB,Intel Core i3,Apple MacBook Air,Apple,N/A,13 in,128 GB,2025-01-28 17:14:01
Laptops,"Apple MacBook Pro Core i5 2.4GHz 4GB RAM 256GB SSD 13"" MD313LL/A (2011) - Good",$179.97,4 GB,Intel Core i5,Apple MacBook Pro,Apple,N/A,13 in,256 GB,2025-01-28 17:16:13
Laptops,Apple MacBook Pro 15 Inch - Quad Core i7 2.3GHZ 16GB RAM 1TB HD - Catalina DVD,US $217.55/ea,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:14:48
Laptops,"Apple Macbook Pro 13"" Core I7 @ 2.9GHZ 16gb RAM 256gb SSD OS Catalina",$150.00,16 GB,Intel Core i7 3rd Gen.,MacBook Pro,Apple,N/A,13.3in.,256 GB,2025-01-28 17:13:49
Laptops,"Apple MacBook Pro 13.3"" Intel Core i5-8257U 128GB SSD 8GB DDR3 A2159 Mac Laptop",$299.00,8 GB,Intel Core i5-8257U,Apple MacBook Pro 2019,Apple,N/A,13.3 in,128 GB,2025-01-28 17:14:04
Laptops,Apple MacBook Pro A1278 Core 2 Duo 2.4 GHz 4GB MacOS 10.8.5 250 GB,$59.99,4 GB,Intel Core 2 Duo,MacBook Pro A1278,Apple,N/A,13.3,N/A,2025-01-28 17:18:21
Laptops,"LOADED!! Apple MacBook Pro Retina 15"" 6-Core i7 + TouchBar + 2024 OS + EXTRAS!!",$845.50,16 GB,Intel Core i7 8th Gen.,MacBook Pro,Apple,N/A,15 in,256 GB,2025-01-28 17:16:52
Laptops,"MacBook Air i5 1.1GHz 13"" (Early 2020) 256GB, Space Gray",$300.00,N/A,Intel Core i5 8th Gen.,Air,Apple,N/A,13 in,256 GB,2025-01-28 17:17:17
Laptops,"Apple MLH12LL/A MacBook Pro 13"" Intel Core i7-6567U 16GB RAM 1TB SSD, Good",$328.99,16 GB,Intel Core i7,Apple MacBook Pro,Apple,N/A,13 in,1 TB,2025-01-28 17:13:55
Laptops,"Apple Macbook Pro 15"" Laptop - Quad Core i7 + 16GB + 256GB to 1TB SSD - Monterey",$259.00,16 GB,Intel Core i7 4th Gen.,MacBook Pro,Apple,N/A,15 in,256GB to 1TB SSD,2025-01-28 17:14:47
Laptops,MacBook Pro 13 Space Gray 2017 2.5 GHz Intel Core i7 16GB 512GB Good Condition,US $259.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:16:18
Laptops,"2017 A1706 Apple Macbook Pro 13"" 3.1ghz i5 8gb 256GB Gray MacBookPro14,2 #328",$238.98,8 GB,Intel Core i5 5th Gen.,A1706,Apple,N/A,13 in,256 GB,2025-01-28 17:14:23
Laptops,"Apple Macbook Pro 15"" 2015 - i7 16GB 256GB SSD - OS Monterey - Warranty Grade C",US $217.55/ea,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:17:15
Laptops,"2014 Apple MacBook Air 13"" A1466 - 1.4GHz i5 8GB RAM 128GB SSD - SEE DESCRIPTION",US $109.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:15:03
Laptops,"Apple Macbook 12, 2017, 8GB Ram, 256GB, Rose Gold (Used)",US $214.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:18:23
Laptops,"Apple Macbook Air Core i7 2.2ghz 11"" 512GB 8GB RAM Silver MJVP2LL/A 2015",US $257.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:18:25
Laptops,"2013 Apple MacBook Pro 13"" Retina Core i5 2.6ghz  8GB RAM 128GB SSD",US $69.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:16:34
Laptops,"Apple MacBook Air 2013 13.3"" Intel Core i7-4650U 512GB SSD 8GB DDR3 A1466",US $124.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:14:37
Laptops,APPLE MACBOOK PRO 15 RETINA Laptop | Quad Core i7 + SSD | MAC OS | WARRANTY,$255.00,N/A,Quad Core i7,MacBook Pro (Retina),Apple,N/A,15.4 in,N/A,2025-01-28 17:15:04
Laptops,"Apple Macbook 12, 2017, 8GB Ram, 256GB, Space Grey (Used)",$214.99/ea,8 GB,Intel Core M3,Apple 12,Apple,N/A,12 in,256 GB,2025-01-28 17:16:40
Laptops,Apple MacBook Pro 13 Touch Bar 2020 M1 8-Core CPU 8-Core GPU 16GB 512GB Gray,$595.99,16 GB,Apple M1,MacBook Pro,Apple,N/A,13.3 in.,512 GB,2025-01-28 17:17:07
Laptops,"Apple MacBook Air (13-inch, 2018) 128GB 8GB (WiFi) A1932 Core i5 Silver Broken",US $149.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:16:26
Laptops,MacBook Pro 13 Touch Bar Space Gray  3.1 GHz i5 8GB 256GB SSD Very Good,$389.99,8 GB,Intel Core i5,MacBook Pro,Apple,N/A,13 in,256 GB,2025-01-28 17:14:04
Laptops,"13"" Apple MacBook Pro 3.1 i5 8GB RAM 256GB SSD Catalina Laptop",US $250.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:16:38
Laptops,"2014 Apple MacBook Air 13.3 inch Laptop , I5 4gb Ram",$89.99,4 GB,Intel Core i5 5th Gen.,MacBook Air,Apple,N/A,13.3 in,256 GB,2025-01-28 17:16:08
Laptops,"Apple MacBook Air 2015 13.3"" Intel Core i5-5250U 128GB SSD 8GB DDR3 A1466",$95.37,8 GB,Intel Core i5-5250U,Apple MacBook Air,Apple,N/A,13.3 in,128 GB,2025-01-28 17:14:44
Laptops,Macbook Unibody 2009 13.3” Intel Core 2 Duo 8GB RAM-256GBSS mecOS Sonoma 2024,$165.00/ea,8 GB,Intel Core 2 Duo,MacBook (Unibody),Apple,N/A,13.3 in,256 GB,2025-01-28 17:14:41
Laptops,"Apple MacBook Air 13.6"" (256GB SSD, M2, 8GB) Laptop - Space Gray - MLXW3LL/A...",$695.00,8 GB,Apple M2,Apple Air,Apple,N/A,13.6 in,256 GB,2025-01-28 17:17:04
Laptops,Apple Macbook Pro 13 Laptop | i5 8GB RAM | 128GB SSD | MacOS Catalina | WARRANTY,$125.00,8 GB,Intel Core i5,A1278,Apple,N/A,13.3 in,128 GB,2025-01-28 17:16:16
Laptops,"Apple MacBook Pro 16"" 6-Core i7 + LOADED!! + TouchBar + 2024 OS!! + EXTRAS!!",$897.75,16 GB,Intel Core i7 9th Gen.,MacBook Pro (Retina),Apple,N/A,16 in,512 GB,2025-01-28 17:14:22
Laptops,"Apple MacBook Pro A1425 10,2 13"" 2.6GHz i5 8GB RAM 256GB 10.15 Grade A No AC/Wif",$77.99,8 GB,Intel Core i5-3230M,"MacBook Pro A1425 10,2 ME662LL/A",Apple,N/A,13 in,256 GB,2025-01-28 17:14:02
Laptops,"Apple MacBook Pro 2020 13.3"" Apple M1 8C/8C 256GB SSD 8GB RAM Silver - A2338",$469.99,8 GB,Apple M1,Apple MacBook Pro 2020,Apple,N/A,13.3 in,256 GB,2025-01-28 17:18:17
Laptops,"Apple Macbook Air MQKW3LL/A 2023 -Magsafe 3 M2 8GB 15.3"" 256GB SSD 8 CPU/10 GPU",$788.00,8 GB,Apple M2,MQKW3LL/A,Apple,N/A,15.3 in,256 GB,2025-01-28 17:13:56
Laptops,Apple MacBook Air 13 Silver 2018 1.6 GHz Intel Core i5 8th Gen 8GB 256GB Good,$279.99,8 GB,Intel Core i5 8th Gen.,MacBook Air,Apple,N/A,13.3 in.,256 GB,2025-01-28 17:14:01
Laptops,"Apple MacBook Air A1466 13"" Laptop - MD760LL/A",$99.00,4 GB,Intel Core i5,MacBook Air,Apple,N/A,13 in,256 GB,2025-01-28 17:15:14
Laptops,2015 Apple MacBook Air 13 inch / Dual Core i5/ 8GB / 128GB SSD. MacOS Monterey,$139.00/ea,8 GB,i5,MacBook Air,Apple,N/A,13 in,128GB,2025-01-28 17:16:01
Laptops,L@@k Apple MacBook Pro 2015 A1398 Silver I7. Nice!,$200.10,N/A,I7,Apple Pro 2015,Apple,N/A,15 in,N/A,2025-01-28 17:15:28
Laptops,"Apple MacBook Pro 13.3"" Intel Core i5-8257U 128GB SSD 8GB DDR3 A2159 Mac Laptop",$299.00,8 GB,Intel Core i5-8257U,Apple MacBook Pro 2019,Apple,N/A,13.3 in,128 GB,2025-01-28 17:16:51
Laptops,"Apple MacBook Air 13.3"" i5 1.8ghz 128gb Silver Very Good MQD32LL/A",$208.20,8GB,Core i5 (I5-5350U),MQD32LL/A,Apple,N/A,13.3,128GB,2025-01-28 17:14:02
Laptops,"LOADED!! Apple MacBook Pro Retina 15"" 6-Core i7 + TouchBar + 2024 OS + EXTRAS!!",$845.50,16 GB,Intel Core i7 8th Gen.,MacBook Pro,Apple,N/A,15 in,256 GB,2025-01-28 17:14:16
Laptops,MacBook Air 13 Inch Core i5 1.3ghz 4gb RAM 128GB SSD Mac OS 11 Big Sur,$95.00,4gb,Intel Core i5 4th Gen.,MacBook Air,Apple,N/A,13 in,128 GB,2025-01-28 17:16:12
Laptops,"Apple MacBook Pro i7 2.8GHz 13"" (2019) (A1989) 16GB , 1TB",$162.50,16 GB,Intel Core i7,MacBook Pro,Apple,N/A,13 in,16 GB,2025-01-28 17:15:23
Laptops,"MacBookPro14,1 2017 A1708 Apple Macbook Pro 13"" 2.3ghz i5 8gb 128GB GRAY #327",$198.98,8 GB,Intel Core i5 6th Gen.,N/A,Apple,N/A,13 in,128 GB,2025-01-28 17:17:36
