Title,Price,Case Size,Battery Capacity,Brand,Model,Operating System,Storage Capacity,Collection Date
"Fire-Boltt Clickk 54.1mm (2.12 inch) AMOLED Display, Fr...",74.9875,54.1,,Unknown,"Clickk 54.1mm (2.12 inch) AMOLED Display, Front Camera, Nano SIM Slot, 1000mAh",Android @Ios,64.0,2025-02-02 20:30:58
"Noise Fit Buzz with 1.32inch HD Round Screen, Bluetooth...",16.2375,45.2,,Unknown,"Fit Buzz with 1.32inch HD Round Screen, Bluetooth calling and SPO2",Android @Ios,16.0,2025-02-02 20:30:58
Sanvitraders T800 ultra smart watch with wireless charg...,8.1125,45.2,,Unknown,"T800 ultra smart watch with wireless charging
 (Orange )",Android @Ios,16.0,2025-02-02 20:30:58
Data not available,6.6875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:30:58
Data not available,17.4875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:31:25
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...",99.98750000000001,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:31:25
"Boult Rover Pro 1.43"" AMOLED, BT Calling, 1000Nits Brig...",22.4875,45.2,,Unknown,"Rover Pro 1.43"" AMOLED, BT Calling, 1000Nits Brightness, Free Straps, SpO2, IP68",Android @Ios,16.0,2025-02-02 20:31:25
"Noise Icon 2 1.8'' Display with Bluetooth Calling, Wome...",13.7375,45.2,,Unknown,"Icon 2 1.8'' Display with Bluetooth Calling, Women's Edition, AI Voice Assistant",Android @Ios,16.0,2025-02-02 20:31:25
"boAt Storm Call w/ 4.29 cm(1.69""), BT Calling & 550 Nit...",16.8625,45.2,,Unknown,"Storm Call w/ 4.29 cm(1.69""), BT Calling & 550 Nits Brightness",Android @Ios,16.0,2025-02-02 20:31:25
LAZYwindow by LAZYWINDOW Premium Quality Smart Watch T8...,8.375,45.2,,Unknown,Premium Quality Smart Watch T800 Ultra 1.99 Infinite Display (Black Strap),Android,16.0,2025-02-02 20:31:25
"Boult Trail Pro 2.01''3D Curved Display, 600Nits, 250+ ...",21.2375,45.2,,Unknown,"Trail Pro 2.01''3D Curved Display, 600Nits, 250+ Watch Faces, Health Track, IP68",Android @Ios,16.0,2025-02-02 20:31:25
Fire-Boltt Ninja Calling Pro Plus 46.5mm (1.83) Display...,16.2375,46.5,,Unknown,"Ninja Calling Pro Plus 46.5mm (1.83) Display Bluetooth Calling, AI Voice",Android @Ios,16.0,2025-02-02 20:31:25
"Fastrack Pro with 1.43"" Display & AOD(466x466),Function...",24.9875,45.2,,Fastrack,"Pro with 1.43"" Display & AOD(466x466),Functional Crown,BT Calling",Android @Ios,16.0,2025-02-02 20:31:25
"Boult Drift BT Calling HD Display, 140+ Watchfaces, Com...",14.9875,45.2,,Unknown,"Drift BT Calling HD Display, 140+ Watchfaces, Complete Health Monitoring",Android @Ios,16.0,2025-02-02 20:31:25
Data not available,24.9875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:31:25
Data not available,17.4875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:31:58
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...",99.98750000000001,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:31:58
Fastrack Revoltt X-1.83'|Blazing Fast UI|Single Sync BT...,12.4875,45.2,,Fastrack,Revoltt X-1.83'|Blazing Fast UI|Single Sync BT Calling|Calculator|In-built games,Android @Ios,16.0,2025-02-02 20:31:58
Fastrack Revoltt FS1-1.85''|Advanced Blazing Fast UI|Wo...,14.9875,45.2,,Fastrack,Revoltt FS1-1.85''|Advanced Blazing Fast UI|Working Crown|AIVoice Assistant|IP68,Android @Ios,16.0,2025-02-02 20:31:58
"Noise Vision 3 with 1.96"" AMOLED display with Thin Beze...",31.2375,45.2,,Unknown,"Vision 3 with 1.96"" AMOLED display with Thin Bezel, Metallic Build",Android @Ios,16.0,2025-02-02 20:31:58
Sanvitraders T10 Ultra Smart Watch Smartwatch,9.4875,45.2,,Unknown,T10 Ultra Smart Watch,Android @Ios,16.0,2025-02-02 20:31:58
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Z...",14.9875,45.2,,Unknown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Android @Ios,16.0,2025-02-02 20:31:58
Fire-Boltt Ninja Calling Pro Plus 46.5mm (1.83) Display...,16.2375,46.5,,Unknown,"Ninja Calling Pro Plus 46.5mm (1.83) Display Bluetooth Calling, AI Voice",Android @Ios,16.0,2025-02-02 20:31:58
Fastrack Revoltt FR2-1.38''|Advanced Blazing Fast UI|Wo...,18.7375,45.2,,Fastrack,Revoltt FR2-1.38''|Advanced Blazing Fast UI|Working Crown|AIVoice Assistant|IP68,Android @Ios,16.0,2025-02-02 20:31:58
"Noise Icon 3 1.91"" Display with Bluetooth Calling, Meta...",18.7375,45.2,,Unknown,"Icon 3 1.91"" Display with Bluetooth Calling, Metallic finish & Voice Assistant",Android @Ios,16.0,2025-02-02 20:31:58
"INNOMAX S20 Force Plus 2.01"" Bigger Display Smart Watch...",8.8625,45.2,,Unknown,"S20 Force Plus 2.01"" Bigger Display Smart Watch with Advanced Bluetooth Calling",Android @Ios,16.0,2025-02-02 20:31:58
Data not available,14.9875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:31:58
Data not available,17.4875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:32:22
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...",99.98750000000001,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:32:22
SAMSUNG Galaxy Fit3 | AMOLED Display & Aluminium Body |...,46.237500000000004,45.2,,Samsung,Galaxy Fit3 | AMOLED Display & Aluminium Body | Upto 13Day Battery | 5ATM & IP68,Android @Ios,16.0,2025-02-02 20:32:22
AMAZFIT T rex Pro 1.3HD AMOLED with advanced GPS & 10AT...,176.9875,45.2,,Unknown,T rex Pro 1.3HD AMOLED with advanced GPS & 10ATM water resistance,Android & iOS,16.0,2025-02-02 20:32:22
"Boult Dire 1.38'' 2.5D Curved HD Display, 500Nits, 250+...",16.2375,45.2,,Unknown,"Dire 1.38'' 2.5D Curved HD Display, 500Nits, 250+ Watch Faces, Health Track,IP67",Android @Ios,16.0,2025-02-02 20:32:22
"boAt Wave Fury with 1.83'' HD Display, Bluetooth Callin...",17.4875,45.2,,Unknown,"Wave Fury with 1.83'' HD Display, Bluetooth Calling & Functional Crown",Android @Ios,16.0,2025-02-02 20:32:22
"boAt Ultima Regal w/ 5.1cm(2.01"") AMOLED Display,Functi...",34.987500000000004,45.2,,Unknown,"Ultima Regal w/ 5.1cm(2.01"") AMOLED Display,Functional Crown & BT Calling",Android @Ios,16.0,2025-02-02 20:32:22
"Fire-Boltt Rise BT Calling 47mm (1.85), Voice Assistanc...",17.4875,47.0,,Unknown,"Rise BT Calling 47mm (1.85), Voice Assistance & 123 Sports Single BT Connection",Android @Ios,16.0,2025-02-02 20:32:22
Titan Zeal-1.85''|AMOLED|700 Nits|AOD|Premium Design|Fu...,49.987500000000004,45.2,,Unknown,Zeal-1.85''|AMOLED|700 Nits|AOD|Premium Design|Functional Crown|AI Coach|Fashion,Android @Ios,16.0,2025-02-02 20:32:22
Data not available,34.987500000000004,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:32:22
Data not available,17.4875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:32:53
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...",99.98750000000001,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:32:53
Fastrack Revoltt FR2Pro-1.43''|Premium Fashion|Metal De...,43.737500000000004,45.2,,Fastrack,Revoltt FR2Pro-1.43''|Premium Fashion|Metal Design|AMOLED|AOD|AI Voice Assistant,Android @Ios,16.0,2025-02-02 20:32:53
PunnkFunnk H20 AMAZING BOOM COMBO Touch Watch Golden wi...,14.200000000000001,45.2,,Unknown,H20 AMAZING BOOM COMBO Touch Watch Golden with 6 Strap Extra and 1 TWS,Android and ios,2.0,2025-02-02 20:32:53
Fire-Boltt Stellaris Luxury Steel Watch 45.2mm (1.78) A...,22.4875,45.2,,Unknown,Stellaris Luxury Steel Watch 45.2mm (1.78) AMOLED Always-on Display 123 Sports,Android @Ios,16.0,2025-02-02 20:32:53
Fastrack Revoltt FS2+|2.01'' Display|Functional Crown|B...,17.4875,45.2,,Fastrack,Revoltt FS2+|2.01'' Display|Functional Crown|BT Calling|AI Voice Assistance|IP68,Android @Ios,16.0,2025-02-02 20:32:53
"Boult Crown Pro 2.01"" AMOLED, BT Calling, Working Crown...",19.9875,45.2,,Unknown,"Crown Pro 2.01"" AMOLED, BT Calling, Working Crown, AOD, Zinc Alloy Frame, SpO2",Android @Ios,16.0,2025-02-02 20:32:53
"Fire-Boltt Expedition GPS Inbuilt, Bluetooth Calling 35...",22.4875,45.2,,Unknown,"Expedition GPS Inbuilt, Bluetooth Calling 35.3mm (1.39) Display & 120+ Sports",Android @Ios,16.0,2025-02-02 20:32:53
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Allo...",24.9875,45.2,,Unknown,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Android @Ios,16.0,2025-02-02 20:32:53
Data not available,49.987500000000004,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:32:53
Data not available,17.4875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:33:21
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...",99.98750000000001,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:33:21
"Noise Diva 2 Women's Collection, 36mm AMOLED Display, S...",62.487500000000004,36.0,,Unknown,"Diva 2 Women's Collection, 36mm AMOLED Display, Sleek Design, Premium Straps",Android @Ios,16.0,2025-02-02 20:33:21
"Noise Caliber 3 Plus 1.96"" AMOLED Display, Functional C...",23.7375,45.2,,Unknown,"Caliber 3 Plus 1.96"" AMOLED Display, Functional Crown, Flat Edge Design, Calling",Android @Ios,16.0,2025-02-02 20:33:21
"Noise Crew Go with 1.39"" Display, BT Calling with Metal...",19.9875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:33:21
Sanvitraders T10 Ultra Smart Watch Smartwatch,9.4875,45.2,,Unknown,T10 Ultra Smart Watch,Android @Ios,16.0,2025-02-02 20:33:21
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Z...",14.9875,45.2,,Unknown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Android @Ios,16.0,2025-02-02 20:33:21
"boAt Lunar Discovery w/ Turn by Turn Navigation, 3.53 c...",20.6125,45.2,,Unknown,"Lunar Discovery w/ Turn by Turn Navigation, 3.53 cm HD Display & BT Calling",Android @Ios,16.0,2025-02-02 20:33:21
"boAt Storm Pro with 4.52 cm(1.78"") AMOLED Display, 700+...",17.4875,45.2,,Unknown,"Storm Pro with 4.52 cm(1.78"") AMOLED Display, 700+ Active Modes, Cricket Scores",Android @Ios,16.0,2025-02-02 20:33:21
Apple Watch Series 9 GPS 45mm Silver Aluminium Case wit...,519.9875000000001,45.0,,Apple,Watch Series 9 GPS 45mm Silver Aluminium Case with Storm Blue Sport Band - M/L,watchOS 10,64.0,2025-02-02 20:33:21
"INNOMAX Imx Cosmo 2.01"" Always-On Display Smart Watch w...",13.05,45.2,,Unknown,"Imx Cosmo 2.01"" Always-On Display Smart Watch with Bluetooth Calling",Android @Ios,16.0,2025-02-02 20:33:21
Data not available,13.7375,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:33:21
Data not available,17.4875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:33:45
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...",99.98750000000001,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:33:45
"Fire-Boltt 4G Pro Volte Calling- 2.02"" TFT Display, 4G ...",32.487500000000004,45.2,,Unknown,"4G Pro Volte Calling- 2.02"" TFT Display, 4G Nano-SIM GPS",Android @Ios,16.0,2025-02-02 20:33:45
"Boult Drift BT Calling HD Display, 140+ Watchfaces, Com...",18.7375,45.2,,Unknown,"Drift BT Calling HD Display, 140+ Watchfaces, Complete Health Monitoring",Android @Ios,16.0,2025-02-02 20:33:45
"alt Lit, 1.85 HDDisplay, Bt Calling, 7 day Battery, AI ...",11.2375,45.2,,Unknown,"Lit, 1.85 HDDisplay, Bt Calling, 7 day Battery, AI Voice Asst, Rotating Crown",Android @Ios,16.0,2025-02-02 20:33:45
Sanvitraders T10 Ultra Smart Watch Smartwatch,9.4875,45.2,,Unknown,T10 Ultra Smart Watch,Android @Ios,16.0,2025-02-02 20:33:45
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Z...",14.9875,45.2,,Unknown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Android @Ios,16.0,2025-02-02 20:33:45
Fire-Boltt Shark 46.5mm (1.83) Smartwatch with Rugged O...,22.4875,46.5,,Unknown,"Shark 46.5mm (1.83) Smartwatch with Rugged Outdoor Design, Bluetooth Calling",Android @Ios,16.0,2025-02-02 20:33:45
"boAt Ultima Regal w/ 5.1cm(2.01"") AMOLED Display,Functi...",36.237500000000004,45.2,,Unknown,"Ultima Regal w/ 5.1cm(2.01"") AMOLED Display,Functional Crown & BT Calling",Android @Ios,16.0,2025-02-02 20:33:45
"INNOMAX S20 Force Plus 2.01"" Bigger Display Smart Watch...",8.8625,45.2,,Unknown,"S20 Force Plus 2.01"" Bigger Display Smart Watch with Advanced Bluetooth Calling",Android @Ios,16.0,2025-02-02 20:33:45
Data not available,12.4875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:33:45
Data not available,17.4875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:34:09
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...",99.98750000000001,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:34:09
"Noise ColorFit Caliber Smart Watch with 15-day battery,...",12.4875,45.2,,Unknown,"ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes",Android @Ios,16.0,2025-02-02 20:34:09
"Boult Mirage 1.39"" Screen, BT Calling, Working Crown, Z...",22.4875,45.2,,Unknown,"Mirage 1.39"" Screen, BT Calling, Working Crown, Zinc Alloy Frame, 500 Nits, SpO2",Android @Ios,16.0,2025-02-02 20:34:09
"boAt Wanderer Smart Kids Watch w/2Way Video Call,1.43''...",74.9875,45.2,,Unknown,"Wanderer Smart Kids Watch w/2Way Video Call,1.43''(3.6 cm)Screen,SOS,Geo Fencing",Android @Ios,16.0,2025-02-02 20:34:09
Sanvitraders T10 Ultra Smart Watch Smartwatch,9.4875,45.2,,Unknown,T10 Ultra Smart Watch,Android @Ios,16.0,2025-02-02 20:34:09
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Z...",14.9875,45.2,,Unknown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Android @Ios,16.0,2025-02-02 20:34:09
Fastrack Optimus2 Pro-1.43'' AMOLED|Advanced Blazing Fa...,26.2375,45.2,,Fastrack,Optimus2 Pro-1.43'' AMOLED|Advanced Blazing Fast UI|AOD|Metal Case|Working Crown,Android @Ios,16.0,2025-02-02 20:34:09
Fire-Boltt Supernova 45.2mm (1.78) AMOLED 368*448px Res...,23.7375,45.2,,Unknown,"Supernova 45.2mm (1.78) AMOLED 368*448px Res,BT Calling and 123 Sports Modes",Android @Ios,16.0,2025-02-02 20:34:09
"Fire-Boltt Diamond Luxury Stainless Steel, 36.3mm (1.43...",37.487500000000004,36.3,,Unknown,"Diamond Luxury Stainless Steel, 36.3mm (1.43) AMOLED Display & BT calling",Android @Ios,16.0,2025-02-02 20:34:09
"INNOMAX Imx Cosmo 2.01"" Always-On Display Smart Watch w...",13.05,45.2,,Unknown,"Imx Cosmo 2.01"" Always-On Display Smart Watch with Bluetooth Calling",Android @Ios,16.0,2025-02-02 20:34:09
Data not available,43.737500000000004,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:34:09
Data not available,17.4875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:34:37
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...",99.98750000000001,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:34:37
beatXP Vega Neo 1.43'' Super AMOLED Display with BT Cal...,17.4875,45.2,,Unknown,"Vega Neo 1.43'' Super AMOLED Display with BT Calling, AI Voice Assistant & IP68",Android @Ios,16.0,2025-02-02 20:34:37
TECHMAZE T500 Smart Watch Bluetooth Calling Full Touch ...,6.237500000000001,45.2,,Unknown,T500 Smart Watch Bluetooth Calling Full Touch Display T19,Android @Ios,16.0,2025-02-02 20:34:37
"Noise Fuse Plus 1.43"" AMOLED display, Bluetooth Calling...",19.9875,45.2,,Unknown,"Fuse Plus 1.43"" AMOLED display, Bluetooth Calling, 100+ Watch faces, IP68 Rating",Android @Ios,16.0,2025-02-02 20:34:37
Sanvitraders T800 ultra smart watch with wireless charg...,8.1125,45.2,,Unknown,"T800 ultra smart watch with wireless charging
 (Orange )",Android @Ios,16.0,2025-02-02 20:34:37
"Boult Drift BT Calling HD Display, 140+ Watchfaces, Com...",14.9875,45.2,,Unknown,"Drift BT Calling HD Display, 140+ Watchfaces, Complete Health Monitoring",Android @Ios,16.0,2025-02-02 20:34:37
SAMSUNG Galaxy Watch6 LTE,237.4875,45.2,,Samsung,Galaxy Watch6 LTE,Wear OS,16.0,2025-02-02 20:34:37
"Noise Pro 5 1.85 AMOLED Always-on Display, DIY Watch fa...",47.487500000000004,45.2,,Unknown,"Pro 5 1.85 AMOLED Always-on Display, DIY Watch face, SoS Technology, BT Calling",Android @Ios,16.0,2025-02-02 20:34:37
"Pebble Mega 2.06""Amoled Display,BT Calling,Premium Meta...",31.2375,45.2,,Unknown,"Mega 2.06""Amoled Display,BT Calling,Premium Metal Built,Health Suite",Android @Ios,16.0,2025-02-02 20:34:37
"INNOMAX Imx Cosmo 2.01"" Always-On Display Smart Watch w...",13.05,45.2,,Unknown,"Imx Cosmo 2.01"" Always-On Display Smart Watch with Bluetooth Calling",Android @Ios,16.0,2025-02-02 20:34:37
Data not available,24.9875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:34:37
Data not available,17.4875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:35:04
"INNOMAX S20 Force 2.01"" Display Smart Watch with Blueto...",8.1125,45.2,,Unknown,"S20 Force 2.01"" Display Smart Watch with Bluetooth Calling, for Men and Women",Android @Ios,16.0,2025-02-02 20:35:04
"OnePlus Watch 2 with Wear OS 4, Snapdragon W5 Chipset &...",287.4875,45.2,,Unknown,"Watch 2 with Wear OS 4, Snapdragon W5 Chipset & Up to 100 hours battery",Android @Ios,16.0,2025-02-02 20:35:04
FITBIT Versa 4 Fitness Watch 6-Month Membership Smartwa...,156.2375,45.2,,Unknown,Versa 4 Fitness Watch 6-Month Membership,Android @Ios,16.0,2025-02-02 20:35:04
beatXP Vega Neo 1.43'' Super AMOLED Display with BT Cal...,17.4875,45.2,,Unknown,"Vega Neo 1.43'' Super AMOLED Display with BT Calling, AI Voice Assistant & IP68",Android @Ios,16.0,2025-02-02 20:35:04
Veritas Enterprises T800 Ultra Connect with Bluetooth C...,8.3625,45.2,,Unknown,"T800 Ultra Connect with Bluetooth Calling, Voice Assistant",Android @Ios,16.0,2025-02-02 20:35:04
Moktu T800 / S8 / T900/ T10 ULTRA SMART WATCH 4G T-25 S...,7.8500000000000005,45.2,,Unknown,T800 / S8 / T900/ T10 ULTRA SMART WATCH 4G T-25,Android @Ios,16.0,2025-02-02 20:35:04
PunnkFunnk T800 ultra Series 8 smart watch with AI assi...,8.075000000000001,45.2,,Unknown,"T800 ultra Series 8 smart watch with AI assistant, bluetooth calling and fitness",Android and ios,2.0,2025-02-02 20:35:04
"Fire-Boltt Retro 39.1mm (1.54) Display, Bluetooth call,...",24.9875,39.1,,Unknown,"Retro 39.1mm (1.54) Display, Bluetooth call, Voice Assistance, Steel Straps",Android @Ios,16.0,2025-02-02 20:35:04
"Boult Cosmic R 1.39 inch HD, BT Calling, Zinc Alloy Fra...",13.7375,45.2,,Unknown,"Cosmic R 1.39 inch HD, BT Calling, Zinc Alloy Frame, SpO2 Tracking",Android @Ios,16.0,2025-02-02 20:35:04
JOKIN HD Display Smartwatch: The Next Generation of wom...,15.425,45.2,,Unknown,HD Display Smartwatch: The Next Generation of women Fitness Health Music Alarm,android & ios,1.0,2025-02-02 20:35:04
Data not available,6.6875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:35:04
Data not available,17.4875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:35:32
"INNOMAX S20 Force 2.01"" Display Smart Watch with Blueto...",8.1125,45.2,,Unknown,"S20 Force 2.01"" Display Smart Watch with Bluetooth Calling, for Men and Women",Android @Ios,16.0,2025-02-02 20:35:32
Fire-Boltt Spacewatch 36.3mm (1.43 inch) AMOLED Display...,28.7375,36.3,,Unknown,"Spacewatch 36.3mm (1.43 inch) AMOLED Display, Luxury Stainless Steel, BT Calling",Android @Ios,16.0,2025-02-02 20:35:32
