Title,Price,RAM,CPU,Model,Brand,GPU,Screen Size,Storage,Collection Date
Lenovo IdeaPad Slim 513th13500H - (16 GB/512 GB /dows 11 Home) 16IRL8 in a...,831.125,16.0,Core i5,Slim 5,Lenovo,Intel Integrated Iris Xe,40.64 cm (16 Inch),512.0,2025-02-08
MSI Modern 1412th1235U - (8 GB/512 GB /dows 11 Home) Modern 14 C12M440IN ...,462.375,8.0,Core i5,Modern 14 C12M-440IN,MSI,Intel Integrated Iris Xe,35.56 cm (14 Inch),512.0,2025-02-08
Lenovo IdeaPad 1 7 Octa5700U - (16 GB/512 GB /dows 11 Home) 15ALC7 in and Ligh...,571.125,16.0,Ryzen 7 Octa Core,15ALC7,Lenovo,AMD Radeon AMD,39.62 cm (15.6 Inch),512.0,2025-02-08
MSI in 1513th13620H - (16 GB/512 GB /dows 11 Home/4 GB /NVIDIA GeF...,893.625,16.0,Core i7,Thin 15 B13UC-1804IN,MSI,NVIDIA GeForce RTX 3050,39.62 cm (15.6 Inch),512.0,2025-02-08
Acer Aspire 3 i3 12th- (8 GB/512 GB /dows 11 Home) A31559 in and Light,368.625,8.0,Core i3,Aspire 3,Acer,Intel Integrated UHD Graphics,39.62 cm (15.6 inch),512.0,2025-02-08
Lenovo Lenovo V15 G3 IAP12th1235U - (16 GB/512 GB /dows 11 Home) 82TTA07RIH ...,510.5,16.0,Core i5,82TTA07RIH,Lenovo,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512.0,2025-02-08
ASUS Vivobook S 1513th13900H - (16 GB/512 GB /dows 11 Home) K5504VABBN417WS...,1049.875,16.0,Core i9,K5504VAB-BN417WS,ASUS,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512.0,2025-02-08
MSI Modern 14 i3 12th1215U - (8 GB/512 GB /dows 11 Home) Modern 14 C12MO Busines...,374.875,8.0,Core i3,Modern 14 C12MO,MSI,Intel Integrated Iris Xe,35.56 cm (14 inch),512.0,2025-02-08
HP Victus12th12450H - (16 GB/512 GB /dows 11 Home/4 GB /NVIDIA GeFor...,787.375,16.0,Core i5,15-fa1227TX,HP,NVIDIA GeForce RTX 2050,39.62 cm (15.6 inch),512.0,2025-02-08
Acer Aspire 3Celeron DualN4500 - (8 GB/256 GB /dows 11 Home) A32545 in and Light...,287.375,8.0,Celeron Dual Core,A325-45,Acer,Intel Integrated UHD,39.62 cm (15.6 Inch),256.0,2025-02-08
HP Victus13th13700H - (16 GB/512 GB /dows 11 Home/6 GB /NVIDIA GeFor...,1349.9875,16.0,Core i7,15-fa1066TX,HP,NVIDIA GeForce RTX 4050,39.62 cm (15.6 Inch),512.0,2025-02-08
HPAthlon Dual- (8 GB/256 GB /dows 11 Home) 255,287.375,8.0,Athlon Dual Core,255 G8,HP,AMD Radeon AMD,39.62 cm (15.6 inch),256.0,2025-02-08
Lenovo IdeaPad Slim 513th13500H - (16 GB/512 GB /dows 11 Home) 16IRL8 in a...,831.125,16.0,Core i5,Slim 5,Lenovo,Intel Integrated Iris Xe,40.64 cm (16 Inch),512.0,2025-02-08
