title,Price,Brand,Memory Size,Memory Type,Chipset/GPU Model,Connectors,Collection Date
ASUS asus geforce gt 710 ddr3 low profile,49.99,ASUS,2.0,DDR3,NVIDIA GeForce GT 710,HDMI,2025-02-02 19:55:59
ASUS NVIDIA GeForce GT 710,69.99,ASUS,2.0,GDDR5,NVIDIA GeForce GT 710,HDMI,2025-02-02 19:56:20
ASUS NVIDIA GeForce GT 730,49.95,ASUS,2.0,GDDR5,NVIDIA GeForce GT 730,"DVI, HDMI",2025-02-02 19:56:03
ASUS asus g75vx nvidia gtx670m 3gb graphic 60nlevg1001,75.65,ASUS,3.0,GDDR5,NVIDIA GeForce GTX 670,,2025-02-02 19:56:34
ASUS AMD Radeon RX 550,30.0,ASUS,4.0,GDDR5,AMD Radeon RX 550,"DisplayPort, DVI, HDMI",2025-02-02 19:56:18
ASUS asus geforce gtx 1650 pci for pc gaming,150.0,ASUS,4.0,GDDR6,Asus Dual GeForce GTX,"HDMI, DVI-D, DisplayPort",2025-02-02 19:55:49
ASUS ASUS GeForce GTX 1660 SUPER GUNDAM,219.99,ASUS,6.0,GDDR6,ASUS GeForce GTX 1660 SUPER GUNDAM,"DisplayPort, DVI, HDMI",2025-02-02 19:56:16
ASUS asus tuf gaming geforce gtx 1660 super 6gb,125.0,ASUS,6.0,GDDR6,ASUS TUF Gaming GeForce GTX 1660 Super OC Edition,"DisplayPort, DVI, HDMI",2025-02-02 19:56:21
ASUS asus turbo gtx1070,80.0,ASUS,8.0,GDDR5,NVIDIA GeForce GTX 1070,"DisplayPort, DVI, HDCP, HDMI",2025-02-02 19:56:20
ASUS asus radeon rx 6600 xt,47.4,ASUS,8.0,GDDR6,AMD Radeon RX 6600 XT,"DisplayPort, HDMI",2025-02-02 19:56:13
ASUS asus geforce 2080 super evo v2 rtx2080so8gevov2 not,63.0,ASUS,8.0,GDDR6,NVIDIA GeForce RTX 2080 DUAL-RTX2080S-8G-EVO-V2,"DisplayPort, HDMI",2025-02-02 19:56:36
ASUS asus geforce rtx 3060 rtx3060o8g,249.99,ASUS,8.0,GDDR6,NVIDIA GeForce RTX 3060,HDMI,2025-02-02 19:56:29
ASUS NVIDIA GeForce RTX 3060 Ti,1.0,ASUS,8.0,GDDR6,NVIDIA GeForce RTX 3060 Ti,"DisplayPort, HDMI",2025-02-02 19:56:27
ASUS asus tuf geforce rtx 3070,270.0,ASUS,8.0,GDDR6,NVIDIA GeForce RTX 3070,"DisplayPort, HDMI",2025-02-02 19:55:56
ASUS asus tuf gaming geforce rtx 3070 ti,350.0,ASUS,8.0,GDDR6X,NVIDIA GeForce RTX 3070 Ti,"DisplayPort, HDMI",2025-02-02 19:56:19
ASUS asus geforce rtx 4070 ti super tuf gaming white,1285.9,ASUS,16.0,GDDR6X,NVIDIA GeForce RTX 4070 Ti,,2025-02-02 19:55:51
ATI ATI Radeon 9200,55.0,ATI,0.125,DDR,ATI Radeon 9200,"DVI, S-Video, VGA",2025-02-02 19:56:20
ATI RV610,21.06,ATI,0.25,DDR2 SDRAM,RV610,"TV-Out, DMS-59 Output",2025-02-02 19:56:21
ATI Technologies ATI Radeon HD 6500,17.0,ATI Technologies,1.0,DDR3,ATI Radeon HD 6500,"DisplayPort Output, DVI Output, DisplayPort, DVI",2025-02-02 19:56:03
Akemy NVIDIA GeForce GTX 560,31.6,Akemy,2.0,/,NVIDIA GeForce GTX 560,/,2025-02-02 19:56:00
NVIDIA GeForce 9600 GT,67.36,BFG Tech,0.5,GDDR3,NVIDIA GeForce 9600 GT,DVI Output|VGA D-Sub Output|S-Video Input,2025-02-02 19:56:25
BIOSTAR biostar radeon rx 550 va5515rf41tbmrabs2,11.5,BIOSTAR,4.0,GDDR5,AMD Radeon RX 550,"DisplayPort, DVI-D, HDMI",2025-02-02 19:55:59
COOLMOON NVIDIA GeForce RTX 3080,5.5,COOLMOON,10.0,GDDR6X,NVIDIA GeForce RTX 3080,"DisplayPort, HDMI",2025-02-02 19:56:11
Dell sff dell yp477 0yp477 radeon hd 2400 pro win 10,12.38,Dell,0.25,DDR2,ATI Radeon HD 2400 PRO,"DVI, TV Out",2025-02-02 19:56:15
Dell AMD Radeon HD 8490,7.89,Dell,1.0,DDR3,AMD Radeon HD 8490,"DisplayPort, DVI",2025-02-02 19:56:23
Amd Radeon R5 240,13.0,Dell,1.0,DDR3,Amd Radeon R5 240,"DisplayPort, DVI",2025-02-02 19:56:09
Dell NVIDIA GeForce GT 705,18.0,Dell,1.0,DDR3,NVIDIA GeForce GT 705,"DVI, HDMI, VGA",2025-02-02 19:56:18
Dell dell optiplex 3010 3020 7010 7020 9010 9020 3040 dp,19.95,Dell,1.0,GDDR3,AMD Radeon HD 7470,"DisplayPort, DVI",2025-02-02 19:56:19
Dell Radeon Hd 7570,11.99,Dell,1.0,GDDR5,Radeon Hd 7570,"DisplayPort, DVI",2025-02-02 19:56:12
AMD Radeon R5 340X,9.99,Dell,2.0,DDR3,AMD Radeon R5 340X,DisplayPort,2025-02-02 19:55:56
Dell NVIDIA GeForce GT 705,18.03,Dell,2.0,DDR3,NVIDIA GeForce GT 705,"DVI, HDMI, VGA",2025-02-02 19:56:15
Radeon,9.99,Dell,2.0,DDR3,Radeon,DVI,2025-02-02 19:56:10
Dell Dell AMD Radeon R5 340X,21.95,Dell,2.0,GDDR3,Dell AMD Radeon R5 340X,"DisplayPort, DVI",2025-02-02 19:55:52
Dell dell amd radeon r5 430 low profile 0f8px,11.97,Dell,2.0,GDDR5,ATI Radeon R5 430,"DVI, DisplayPort",2025-02-02 19:56:07
Dell NVIDIA Quadro,38.97,Dell,2.0,GDDR5,NVIDIA Quadro,Mini DisplayPort,2025-02-02 19:56:38
Dell V5900,24.99,Dell,2.0,GDDR5,V5900,,2025-02-02 19:56:03
Dell dell nvidia gefroce gtx 745 ddr3 tc2p0,65.0,Dell,4.0,DDR3,NVIDIA GeForce GTX 745,"VGA, DVI, DVI-D, HDMI",2025-02-02 19:55:49
AMD Radeon RX 550,41.99,Dell,4.0,DDR5,AMD Radeon RX 550,"DisplayPort, DVI, HDMI",2025-02-02 19:55:56
Dell AMD Radeon RX 550,40.0,Dell,4.0,GDDR5,AMD Radeon RX 550,"DisplayPort, DVI, HDMI",2025-02-02 19:56:19
Dell Quadro K5000,49.99,Dell,4.0,GDDR5,Quadro K5000,2x DVI 2x DP,2025-02-02 19:56:25
Dell NVIDIA Quadro,95.0,Dell,5.0,GDDR5,NVIDIA Quadro,DisplayPort,2025-02-02 19:56:17
Dell NVIDIA Quadro,80.0,Dell,6.0,GDDR5,NVIDIA Quadro,DisplayPort,2025-02-02 19:56:22
Dell XCV9V,184.97,Dell,8.0,GDDR6,XCV9V,,2025-02-02 19:55:52
Dell AMD FIREPRO S9150,99.99,Dell,16.0,VRAM,AMD FIREPRO S9150,,2025-02-02 19:56:13
EVGA evga geforce gtx 570hd,25.99,EVGA,1.0,GDDR5,NVIDIA GeForce GTX 570,,2025-02-02 19:56:06
EVGA evga geforce gt 730 pcie 01gp32731kr,45.9,EVGA,2.0,GDDR5,NVIDIA GeForce GT 730,"DVI, HDMI",2025-02-02 19:56:31
EVGA Nvidia GeForce GTX 780Ti,52.97,EVGA,3.0,GDDR5,Nvidia GeForce GTX 780Ti,"DisplayPort, DVI, DVI-D, DVI-I, HDMI",2025-02-02 19:56:30
EVGA NVIDIA GeForce GTX 980 Ti,99.99,EVGA,6.0,GDDR5,NVIDIA GeForce GTX 980 Ti,"DisplayPort, DVI-I, HDMI",2025-02-02 19:56:30
EVGA evga geforce rtx 2070 super xc hybrid works great,63.0,EVGA,8.0,GDDR6,NVIDIA GeForce RTX 2070,"DisplayPort, HDMI",2025-02-02 19:56:28
EVGA evga geforce rtx 3060 ti xc gaming works good,60.0,EVGA,8.0,GDDR6,NVIDIA GeForce RTX 3060 Ti,"DisplayPort, HDCP, HDMI",2025-02-02 19:56:23
EVGA evga xc3 ultra gaming geforce rtx 3070 us seller,310.0,EVGA,8.0,GDDR6,Nvidia GeForce RTX 3070,"DisplayPort, HDMI",2025-02-02 19:56:37
EVGA NVIDIA GeForce RTX 2080 Ti,300.0,EVGA,11.0,GDDR6,NVIDIA GeForce RTX 2080 Ti,HDMI,2025-02-02 19:56:12
GIGABYTE AMD Radeon HD 6770,19.25,GIGABYTE,1.0,GDDR5,AMD Radeon HD 6770,"DisplayPort, DVI, HDMI",2025-02-02 19:55:59
GIGABYTE NVIDIA GeForce GTX 560 Ti,19.94,GIGABYTE,1.0,GDDR5,NVIDIA GeForce GTX 560 Ti,"DVI-I, mini-HDMI",2025-02-02 19:56:00
GIGABYTE gigabyte geforce gt 1030 low profile gvn1030d52gl,99.99,GIGABYTE,2.0,GDDR5,NVIDIA GeForce GT 1030,"DVI, DVI-D, HDMI, Component",2025-02-02 19:56:33
GIGABYTE Radeon R7 360,39.97,GIGABYTE,2.0,GDDR5,Radeon R7 360,"DisplayPort, DVI, HDMI",2025-02-02 19:56:17
GIGABYTE gigabyte radeon r9 290 windforce 4gbgvr929wf34gd,62.17,GIGABYTE,4.0,GDDR5,GV-R929WF3-4GD,"DisplayPort, DVI, HDMI",2025-02-02 19:56:13
GIGABYTE gigabyte gtx 1050 ti low profile gvn105toc4gl,149.99,GIGABYTE,4.0,GDDR5,NVIDIA GeForce GTX 1050 Ti,,2025-02-02 19:55:51
Gigabyte gigabyte nvidia p104100 mining gtx 1080 hashrate us s,44.97,GIGABYTE,8.0,GDDR5X,P104-100,,2025-02-02 19:56:14
GIGABYTE gigabyte geforce rtx 2070 gaming,184.99,GIGABYTE,8.0,GDDR6,GIGABYTE GeForce RTX 2070 GAMING OC,"DisplayPort, HDMI",2025-02-02 19:56:36
GIGABYTE gigabyte radeon rx 5700 xt gaming,155.0,GIGABYTE,8.0,GDDR6,GIGABYTE Radeon RX 5700 XT GAMING OC,"DisplayPort 1.4, HDMI",2025-02-02 19:56:12
GIGABYTE gigabyte rtx 3070 gaming 8g gvn3070gaming 8gd,154.5,GIGABYTE,8.0,GDDR6,NVIDIA GeForce RTX 3070,"DisplayPort, HDMI",2025-02-02 19:56:01
GIGABYTE gigabyte geforce rtx 4060 eagle 8g 3x windforce fans 128,319.49,GIGABYTE,8.0,GDDR6,NVIDIA GeForce RTX 4060,"DisplayPort, HDMI",2025-02-02 19:55:56
GIGABYTE gigabyte radeon rx 7700 xt gaming 12g 3x windforce fans 1,429.49,GIGABYTE,12.0,GDDR6,AMD Radeon RX 7700 XT,"DisplayPort, HDMI",2025-02-02 19:55:53
GIGABYTE gigabyte radeon rx 7600 xt gaming,324.99,GIGABYTE,16.0,GDDR6,AMD Radeon RX 7600 XT,HDMI,2025-02-02 19:55:49
Gainward NVIDIA GeForce GTS 450,15.0,Gainward,1.0,GDDR5,NVIDIA GeForce GTS 450,"DVI, DVI-D, DVI-I, HDMI, VGA",2025-02-02 19:56:14
Galax galax nvidia p104100 mining gtx 1080 hashrate us seller,39.94,Galax,8.0,GDDR5X,P104-100,,2025-02-02 19:56:20
Geforce nvidia geforce rtx 4060 fresh pull from pc open box,264.95,Geforce,8.0,GDDR6,NVIDIA GeForce RTX 4060 8GB,,2025-02-02 19:55:55
Graphics AMD Radeon HD 6350,0.99,Graphics,0.5,DDR3,AMD Radeon HD 6350,DVI,2025-02-02 19:56:35
Graphics NVIDIA GeForce GT 730,17.95,Graphics,2.0,GDDR5,NVIDIA GeForce GT 730,"DVI, HDMI",2025-02-02 19:56:09
Graphics AMD Radeon RX 570,35.0,Graphics,4.0,GDDR5,AMD Radeon RX 570,"DisplayPort, DVI, HDMI",2025-02-02 19:56:20
NVIDIA Quadro,75.0,Graphics,4.0,GDDR5,NVIDIA Quadro,Mini DisplayPort,2025-02-02 19:56:27
Graphics NVIDIA GeForce GTX 1660,20.0,Graphics,6.0,GDDR6,NVIDIA GeForce GTX 1660,,2025-02-02 19:56:23
Graphics NVIDIA GeForce GTX 1660 Super,116.91,Graphics,6.0,GDDR6,NVIDIA GeForce GTX 1660 Super,"DisplayPort, HDMI",2025-02-02 19:56:04
NVIDIA GeForce GTX 1070 Ti,119.98,Graphics,8.0,GDDR5,NVIDIA GeForce GTX 1070 Ti,"DisplayPort, DVI, HDMI",2025-02-02 19:56:04
Graphics NVIDIA Quadro 4000,125.0,Graphics,8.0,GDDR5,NVIDIA Quadro 4000,USB-C,2025-02-02 19:55:49
AMD Radeon RX 6700 XT,265.0,Graphics,12.0,GDDR6,AMD Radeon RX 6700 XT,"DisplayPort, HDMI",2025-02-02 19:56:06
HP sff hp 430956001 430965001 nvs 285 p383 splitter windows 8,14.86,HP,0.125,DDR2,NVIDIA Quadro,DMS-59 Output,2025-02-02 19:56:33
HP ATI FireGL,89.5,HP,0.25,DDR SGRAM,ATI FireGL,VGA,2025-02-02 19:56:00
HP hp 51885630 radeon x1300 pro svid pcie,18.58,HP,0.5,GDDR3,ATI Radeon X1300 PRO,"DVI, S-Video",2025-02-02 19:55:57
HP AMD Radeon R5 420,23.63,HP,1.0,GDDR5,AMD Radeon R5 420,"DisplayPort, VGA",2025-02-02 19:56:18
HP NVIDIA Quadro,30.0,HP,1.0,GDDR5,NVIDIA Quadro,DisplayPort,2025-02-02 19:56:01
HP nvidia geforce gt630 hp pclex16 702084001 684455002,16.0,HP,2.0,GDDR3,NVIDIA GeForce GT 630,"DisplayPort, DVI",2025-02-02 19:55:51
HP AMD Radeon R9 350,15.0,HP,2.0,GDDR5,AMD Radeon R9 350,"VGA, DVI",2025-02-02 19:56:27
NVIDIA Quadro,65.0,HP,2.0,GDDR5,NVIDIA Quadro,DisplayPort,2025-02-02 19:56:25
HP hp 013587001 686158001 quadro 3000m pcie mezzanine,25.99,HP,2.0,GDDR5,NVIDIA Quadro 3000M,MOBILE PCI-EXPRESS MODULE,2025-02-02 19:56:07
HP hp elitedesk sff 705 800 880 g1 g2 g3 g4,14.99,HP,2.0,GDDR5,Radeon R7 430,DisplayPort,2025-02-02 19:56:23
HP hp geforce gtx 1060 3 gb 909616001 fully free shipping,49.0,HP,3.0,GDDR5,NVIDIA GeForce GTX 1060,"DisplayPort, DVI-D, HDCP, HDMI",2025-02-02 19:56:14
HP NVIDIA Quadro RTX A2000,299.99,HP,6.0,GDDR6,NVIDIA Quadro RTX A2000,Mini DisplayPort,2025-02-02 19:55:57
HP hp z2 mini g5 nvidia rtx3000 6gb m13733001,179.55,HP,6.0,GDDR6,Nvidia Quadro RTX3000,,2025-02-02 19:56:16
Lenovo lenovo radeon hd 7450 1 gb ddr3 pci x16,9.0,Lenovo,1.0,DDR3,AMD Radeon HD 7450,"DisplayPort, DVI",2025-02-02 19:55:53
Lenovo Nvidia Quadro P400,31.99,Lenovo,2.0,GDDR5,Nvidia Quadro P400,Mini DisplayPort,2025-02-02 19:56:28
Lenovo NVIDIA GeForce RTX 4070,549.94,Lenovo,12.0,GDDR6X,NVIDIA GeForce RTX 4070,"DisplayPort, HDMI",2025-02-02 19:56:02
MSI msi geforce gtx 1050 2g,54.99,MSI,2.0,GDDR5,NVIDIA GeForce GTX 1050,"HDMI, DisplayPort, DVI-D",2025-02-02 19:56:28
MSI msi twin frozr gaming radeon r9 280x 3gb,48.99,MSI,3.0,GDDR5,AMD Radeon R9 280X,,2025-02-02 19:55:55
MSI msi radeon rx 580 armor 4 gb ovc1 pc part,20.0,MSI,4.0,GDDR5,AMD Radeon RX 580,"DisplayPort, DVI, HDCP, DVI-D, HDMI",2025-02-02 19:56:38
MSI msi geforce gtx 1660 super ventus xs 6gb works good,20.0,MSI,6.0,DDR6,GeForce GTX 1660 SUPER™ VENTUS XS,"DisplayPort, HDMI",2025-02-02 19:56:18
MSI msi nvidia p106100 miner 6gb,41.0,MSI,6.0,GDDR5,MSI NVIDIA P106-100,,2025-02-02 19:56:10
MSI NVIDIA GeForce GTX 1060,80.0,MSI,6.0,GDDR5,NVIDIA GeForce GTX 1060,"DisplayPort, DVI-D, HDCP, HDMI",2025-02-02 19:56:21
MSI msi radeon rx 5600 xt gaming mx near mint,65.0,MSI,6.0,GDDR6,AMD Radeon RX 5600 XT,"DisplayPort, HDMI",2025-02-02 19:56:26
MSI GeForce RTX 3050,198.99,MSI,6.0,GDDR6,GeForce RTX 3050,,2025-02-02 19:55:57
MSI msi geforce gtx 1660 ti ventus xs g1660tvxs6c works good,31.0,MSI,6.0,GDDR6,NVIDIA GeForce GTX 1660 Ti,HDMI,2025-02-02 19:56:15
MSI msi nvidia gtx 1070 aero ddr5,120.0,MSI,8.0,DDR5,NVIDIA GeForce GTX 1070,"DisplayPort, DVI, HDCP, HDMI",2025-02-02 19:55:51
MSI msi radeon rx 580 rx580armor8goc,50.0,MSI,8.0,GDDR5,AMD Radeon RX 580,"DisplayPort, DVI, DVI-D, HDMI",2025-02-02 19:56:32
MSI NVIDIA GeForce GTX 1070,100.0,MSI,8.0,GDDR5,NVIDIA GeForce GTX 1070,"DisplayPort, DVI, HDMI",2025-02-02 19:56:08
MSI AMD Radeon RX 5700,149.0,MSI,8.0,GDDR6,AMD Radeon RX 5700,"DisplayPort, HDMI",2025-02-02 19:55:50
MSI msi radeon rx 5700 xt evoke,140.0,MSI,8.0,GDDR6,MSI Radeon RX 5700 XT EVOKE OC,"DisplayPort 1.4, HDMI",2025-02-02 19:56:14
MSI NVIDIA GeForce RTX 2080,225.0,MSI,8.0,GDDR6,NVIDIA GeForce RTX 2080,"DisplayPort, HDCP, HDMI",2025-02-02 19:56:01
MSI msi geforce rtx 3070 gaming z trio works well,285.0,MSI,8.0,GDDR6,NVIDIA GeForce RTX 3070,"DisplayPort, HDMI",2025-02-02 19:55:55
MSI msi geforce rtx 3050 ventus 2x 8g,189.0,MSI,8.0,GDDR6,NVIDIA® GeForce RTX™ 3050,"DisplayPort, HDMI",2025-02-02 19:55:58
MSI RTX 3050,77.0,MSI,8.0,GDDR6,RTX 3050,"DisplayPort, HDMI",2025-02-02 19:55:58
NVIDIA nvidia quadro fx1100 gddr2 professional,89.0,NVIDIA,0.125,GDDR2,NVIDIA Quadro FX 1100,DVI,2025-02-02 19:56:30
NVIDIA en8600gt asus nvidia geforce gddr3 pcie s 2x b1b,48.9,NVIDIA,0.5,GDDR3,NVIDIA GeForce 8600GT,DVI,2025-02-02 19:56:29
NVIDIA NVIDIA Quadro,22.38,NVIDIA,0.5,GDDR5,NVIDIA Quadro,"Dual DVI, DVI",2025-02-02 19:56:39
NVIDIA GeForce GT 730,17.95,NVIDIA,2.0,GDDR3,GeForce GT 730,DVI,2025-02-02 19:56:32
NVIDIA NVIDIA Quadro K620,17.95,NVIDIA,2.0,GDDR3,NVIDIA Quadro K620,"DisplayPort, DVI-D",2025-02-02 19:55:54
NVidia Nvidia GeForce GTX 680,37.48,NVIDIA,2.0,GDDR5,Nvidia GeForce GTX 680,"DisplayPort, DVI, HDMI",2025-02-02 19:56:36
NVIDIA N14E-GTX-A2,103.55,NVIDIA,4.0,GDDR5,N14E-GTX-A2,,2025-02-02 19:56:03
NVIDIA NVIDIA GeForce GTX 980,79.99,NVIDIA,4.0,GDDR5,NVIDIA GeForce GTX 980,,2025-02-02 19:56:21
NVIDIA NVIDIA Quadro,17.19,NVIDIA,4.0,GDDR5,NVIDIA Quadro,"DisplayPort, Mini DisplayPort",2025-02-02 19:55:59
NVIDIA NVIDIA Tesla C2070,27.0,NVIDIA,6.0,GDDR5,NVIDIA Tesla C2070,,2025-02-02 19:56:17
NVIDIA nvidia rtx 2070 super founders edition power supply,284.0,NVIDIA,8.0,GDDR6,NVIDIA GeForce RTX 2070,"DisplayPort, HDMI",2025-02-02 19:55:51
NVIDIA NVIDIA GeForce RTX 3070,350.0,NVIDIA,8.0,GDDR6,NVIDIA GeForce RTX 3070,"DisplayPort, HDMI",2025-02-02 19:55:50
NVIDIA nvidia quadro rtx 4000 turing workstation,320.0,NVIDIA,8.0,GDDR6,NVIDIA Quadro 4000,USB-C,2025-02-02 19:55:55
NVIDIA NVIDIA GeForce RTX 3080,499.99,NVIDIA,10.0,GDDR6X,NVIDIA GeForce RTX 3080,"DisplayPort, HDMI",2025-02-02 19:56:25
NVIDIA NVIDIA GeForce GTX TITAN X,159.99,NVIDIA,12.0,GDDR5,NVIDIA GeForce GTX TITAN X,1x DVI / 1x HDMI / 3x Display Port,2025-02-02 19:56:16
NVIDIA Tesla K40,29.95,NVIDIA,12.0,GDDR5,Tesla K40,,2025-02-02 19:56:20
NVIDIA Tesla M40,38.69,NVIDIA,12.0,GDDR5,Tesla M40,,2025-02-02 19:56:07
NVIDIA M60,39.99,NVIDIA,16.0,GDDR5,M60,,2025-02-02 19:56:13
NVIDIA NVIDIA Tesla P6,129.99,NVIDIA,16.0,GDDR5,NVIDIA Tesla P6,,2025-02-02 19:55:54
NVIDIA NVIDIA Tesla K80,20.0,NVIDIA,24.0,GDDR5,NVIDIA Tesla K80,,2025-02-02 19:55:51
NVIDIA A10G,2331.07,NVIDIA,24.0,GDDR6,A10G,,2025-02-02 19:56:08
Not Available 3Ddlabs wildcat II 5110,285.0,Not Available,8.0,GDDR6,3Ddlabs wildcat II 5110,,2025-02-02 19:56:12
PNY pny geforce gtx 460 xlr8 enthusiast edition,29.99,PNY,1.0,GDDR5,NVIDIA GeForce GTX 460,"DVI, DVI-D, mini-HDMI",2025-02-02 19:56:31
PNY pny geforce gtx 295 s 1792mb 20 vcggtx295sxpb,55.95,PNY,1.75,GDDR5,NVIDIA GeForce GTX 470,,2025-02-02 19:56:13
PNY NVIDIA GeForce GT 610,29.99,PNY,2.0,GDDR3,NVIDIA GeForce GT 610,,2025-02-02 19:56:35
PNY pny geforce rtx 2060 blower gf rtx 2060 6 gb,75.65,PNY,6.0,GDDR6,NVIDIA GeForce RTX 2060,,2025-02-02 19:56:29
Quadro M4000,83.76,PNY,8.0,GDDR5,Quadro M4000,,2025-02-02 19:56:25
PNY NVIDIA GeForce GTX 1080,116.99,PNY,8.0,GDDR5X,NVIDIA GeForce GTX 1080,"DisplayPort, DVI, DVI-D, HDMI, Component",2025-02-02 19:56:08
PNY NVIDIA Quadro 5000,205.0,PNY,16.0,GDDR5X,NVIDIA Quadro 5000,"DisplayPort, DVI",2025-02-02 19:56:36
PowerColor ATI Radeon 9200,19.99,PowerColor,0.125,DDR1,ATI Radeon 9200,"DVI-I, S-Video, VGA",2025-02-02 19:56:37
PowerColor powercolor radeon hd 4890 pci 20 ax4890 1gbd5,49.99,PowerColor,1.0,GDDR5,ATI Radeon HD 4890,"DVI, S-Video",2025-02-02 19:56:19
PowerColor AMD Radeon RX 5700 XT,169.95,PowerColor,8.0,GDDR6,AMD Radeon RX 5700 XT,"DisplayPort, HDMI",2025-02-02 19:55:49
PowerColor powercolor radeon rx 6600 fighter,194.99,PowerColor,8.0,GDDR6,AMD Radeon RX 6600,"DisplayPort, HDMI",2025-02-02 19:56:39
PowerColor AMD Radeon RX 6600 XT,0.99,PowerColor,8.0,GDDR6,AMD Radeon RX 6600 XT,"DisplayPort, HDMI",2025-02-02 19:56:05
PowerColor AMD Radeon RX 6900 XT,460.0,PowerColor,16.0,GDDR6,AMD Radeon RX 6900 XT,"DisplayPort, HDMI, USB-C",2025-02-02 19:55:57
PowerColor powercolor radeon rx 6950 xt red devil,529.99,PowerColor,16.0,GDDR6,AMD Radeon RX 6950 XT,"DisplayPort, HDMI",2025-02-02 19:56:35
SAPPHIRE sapphire geforce gt 705 ddr3 pcie,14.0,SAPPHIRE,1.0,DDR3,NVIDIA GeForce GT 705,"DVI, HDMI, VGA",2025-02-02 19:56:28
SAPPHIRE sapphire radeon rx 580 1126510,25.0,SAPPHIRE,4.0,GDDR5,AMD Radeon RX 580,"DVI-I, DisplayPort, DVI, DVI-D, HDMI",2025-02-02 19:56:31
SAPPHIRE sapphire pulse radeon rx 6400 pci 40 low profile 1,125.99,SAPPHIRE,4.0,GDDR6,AMD Radeon RX 6400,"DisplayPort, HDMI",2025-02-02 19:56:28
SAPPHIRE AMD Radeon RX 5600 XT,123.0,SAPPHIRE,6.0,GDDR6,AMD Radeon RX 5600 XT,HDMI,2025-02-02 19:56:05
SAPPHIRE sapphire pulse radeon rx 580,61.0,SAPPHIRE,8.0,GDDR5,AMD Radeon RX 580,"DisplayPort, DVI, DVI-D, HDMI",2025-02-02 19:56:23
