title,Price,Brand,Memory Size,Memory Type,Chipset/GPU Model,Connectors,Collection Date
XFX nvidia geforce xfx agp 4x8x gf 7600 gt 580m ddr3 u5317,126.97,XFX,0.25,DDR3,NVIDIA GeForce 7600 GT,DVI,2/1/2025 17:56
XFX xfx ati radeon hd5750 pcie,21.06,XFX,0.5,GDDR5,ATI Radeon HD 5750,"DisplayPort, DVI, HDMI",2/1/2025 17:56
XFX Radeon R5 220,29.99,XFX,2,DDR3,Radeon R5 220,,2/1/2025 17:56
XFX xfx radeon hd 6970,30,XFX,2,GDDR5,AMD Radeon HD 6970,"DVI-D,FireWire,HDMI",2/1/2025 17:56
XFX AMD Radeon RX 590,92,XFX,8,DDR5,AMD Radeon RX 590,"DisplayPort, DVI, HDMI",2/1/2025 17:56
XFX AMD Radeon RX 5700 XT,150,XFX,8,GDDR6,AMD Radeon RX 5700 XT,"DisplayPort, HDMI",2/1/2025 17:56
XFX xfx speedster swift210 amd radeon rx 6600 gaming,184.5,XFX,8,GDDR6,AMD Radeon RX6600,"DisplayPort, HDMI",2/1/2025 17:56
XFX xfx speedster qick319 radeon rx 6750xt gaming with,345.99,XFX,12,GDDR6,AMD RX 6750 XT,"DisplayPort, HDMI",2/1/2025 17:56
XFX xfx speedster swft 309 radeon rx 6700 xt,250,XFX,12,GDDR6,AMD Radeon RX 6700 XT,"DisplayPort, HDMI",2/1/2025 17:56
XFX AMD Radeon RX 6800,279,XFX,16,GDDR6,AMD Radeon RX 6800,"DisplayPort, HDMI",2/1/2025 17:56
ZOTAC pc partner zotac nvidia geforce gt520 pci,100,ZOTAC,0.5,DDR3,NVIDIA GeForce GT 520,"D-Sub, DVI, DVI-I, HDMI",2/1/2025 17:56
ZOTAC NVIDIA GeForce GT430,119.99,ZOTAC,0.5,DDR3,NVIDIA GeForce GT430,"DVI, HDMI, VGA",2/1/2025 17:56
ZOTAC zotac nvidia pg150 rtx mini rtx 2070 256bit,114,ZOTAC,8,GDDR6,NVIDIA GeForce RTX 2070,"DisplayPort, HDMI",2/1/2025 17:56
