title,Price,Brand,Memory Size,Memory Type,Chipset/GPU Model,Connectors,Collection Date
Inno3D NVIDIA GEFORCE RTX 4060 TWIN X2 8 GB GDDR6 Graph...,333.72,Inno3D,8,GDDR6,GEFORCE RTX 4060 TWIN X2,Unknown,2/2/2025 20:00
ZOTAC NVIDIA GAMING GeForce RTX 3050 Solo 8 GB GDDR6 Gr...,243.48,ZOTAC,8,GDDR6,GAMING GeForce RTX 3050 Solo,Unknown,2/2/2025 20:00
MSI AMD Radeon RX 6400 AERO ITX 4G 4 GB GDDR6 Graphics ...,192.76,MSI,4,GDDR6,RX 6400 AERO ITX 4G,Unknown,2/2/2025 20:00
Inno3D NVIDIA GEFORCE GTX 1630 TWIN X2 OC 4 GB GDDR6 Gr...,180.71,Inno3D,4,GDDR6,GEFORCE GTX 1630 TWIN X2 OC,Unknown,2/2/2025 20:00
ASRock AMD Radeon RX 7700 XT 12 GB GDDR6 Graphics Card,487.94,ASRock,12,GDDR6,RX 7700 XT,Unknown,2/2/2025 20:01
AARVEX NVIDIA GT610 1 GB DDR3 Graphics Card,33.61,AARVEX,1,DDR3,GT610,Unknown,2/2/2025 20:01
"Xsentuals NVIDIA PCI Express Multiplier Riser Card, PCI...",21.67,Xsentuals,16,GDDR4,"PCI Express Multiplier Riser Card, PCIe 1 to 4 PCI-Express 16X Slots Riser Card PCI-E 1X to External 4 USB 3.0 Adapter Multiplier Card PCIe to 4USB for Bitcoin Mining Device",Unknown,2/2/2025 20:01
ZEBRONICS NVIDIA ZEBGT730 4 GB GDDR3 Graphics Card,39.14,ZEBRONICS,4,GDDR3,ZEBGT730,Unknown,2/2/2025 20:01
ASRock AMD Radeon RX 7800 XT 16 GB GDDR6 Graphics Card,568.66,ASRock,16,GDDR6,RX 7800 XT,Unknown,2/2/2025 20:01
Nextron NVIDIA GT730 4GB DDR3 4 GB DDR3 Graphics Card,48.13,Nextron,4,DDR3,GT730 4GB DDR3,"HDMI, DVI",2/2/2025 20:01
Sapphire AMD/ATI 11339-04-20G 16 GB GDDR6 Graphics Card,407.1,Sapphire,16,GDDR6,11339-04-20G,Unknown,2/2/2025 20:01
MSI NVIDIA GTX 1650 Ventus XS OCV1 4 GB GDDR6 Graphics ...,250.34,MSI,4,GDDR6,GTX 1650 Ventus XS OCV1,HDMI,2/2/2025 20:01
ZEB NVIDIA GT610-2GD3 2 GB DDR3 Graphics Card,29.52,ZEB,2,DDR3,GT610-2GD3,Unknown,2/2/2025 20:01
ZOTAC NVIDIA GeForce GT 730 Zone Edition 4 GB DDR3 Grap...,92.77,ZOTAC,4,DDR3,GeForce GT 730 Zone Edition,"HDMI, DVI",2/2/2025 20:01
GIGABYTE AMD Radeon GV-R65XTGAMING OC-4GD 4 GB GDDR6 Gr...,313.24,GIGABYTE,4,GDDR6,GV-R65XTGAMING OC-4GD,HDMI,2/2/2025 20:01
Sapphire AMD/ATI 11323-02-20G 20 GB GDDR6 Graphics Card,999.99,Sapphire,20,GDDR6,11323-02-20G,Unknown,2/2/2025 20:01
ZOTAC NVIDIA GAMING GeForce RTX 4080 Trinity OC 16 GB G...,1385.53,ZOTAC,16,GDDR6X,GAMING GeForce RTX 4080 Trinity OC,Unknown,2/2/2025 20:01
MSI NVIDIA GeForce RTX 4070 Ti SUPER 16G VENTUS 3X OC 1...,1249.95,MSI,16,GDDR6X,GeForce RTX 4070 Ti SUPER 16G VENTUS 3X OC,Unknown,2/2/2025 20:01
MSI AMD Radeon Radeon RX 6700 XT MECH 2X 12G OC 12 GB G...,927.7,MSI,12,GDDR6,Radeon RX 6700 XT MECH 2X 12G OC,Unknown,2/2/2025 20:01
nVIDIA NVIDIA RTX3070 8 GB GDDR6 Graphics Card,1022.89,nVIDIA,8,GDDR6,RTX3070,Unknown,2/2/2025 20:01
Inno3D NVIDIA GEFORCE RTX 4070 TWIN X2 12 GB GDDR6X Gra...,647.24,Inno3D,12,GDDR6X,GEFORCE RTX 4070 TWIN X2,Unknown,2/2/2025 20:01
Inno3D NVIDIA GEFORCE RTX 4070 SUPER TWIN X2 12 GB GDDR...,707.1,Inno3D,12,GDDR6X,GEFORCE RTX 4070 SUPER TWIN X2,Unknown,2/2/2025 20:01
GIGABYTE NVIDIA 1660 Super 6 GB GDDR6 Graphics Card,233.52,GIGABYTE,6,GDDR6,1660 Super,DVI,2/2/2025 20:01
MSI NVIDIA GeForce RTX 3060 VENTUS 2X 12G OC 12 GB GDDR...,361.43,MSI,12,GDDR6,GeForce RTX 3060 VENTUS 2X 12G OC,Unknown,2/2/2025 20:01
ZOTAC NVIDIA GEFORCE RTX 4070 Twin Edge OC White Editio...,710.83,ZOTAC,12,GDDR6X,GEFORCE RTX 4070 Twin Edge OC White Edition,Unknown,2/2/2025 20:02
Inno3D NVIDIA GEFORCE RTX 3060 TI ITWIN X2 LHR 8 GB GDD...,499.99,Inno3D,8,GDDR6,GEFORCE RTX 3060 TI ITWIN X2 LHR,Unknown,2/2/2025 20:02
ZOTAC NVIDIA GAMING GEFORE RTX 3050 ECO SOLO 8 GB GDDR6...,249.84,ZOTAC,8,GDDR6,GAMING GEFORE RTX 3050 ECO SOLO,Unknown,2/2/2025 20:02
Geforce NVIDIA 1660 Super 6 GB GDDR6X Graphics Card,722.89,Geforce,6,GDDR6X,1660 Super,Unknown,2/2/2025 20:02
ZOTAC NVIDIA RTX 3080 Ti Trinity OC 12 GB GDDR6X Graphi...,1168.66,ZOTAC,12,GDDR6X,RTX 3080 Ti Trinity OC,Unknown,2/2/2025 20:02
GALAX NVIDIA GTX1660 6 GB GDDR5 Graphics Card,265.05,GALAX,6,GDDR5,GTX1660,"HDMI, DVI",2/2/2025 20:02
gigabtye NVIDIA ?GV-N4060AORUS E-8GD 8 GB GDDR6 Graphic...,462.8,gigabtye,8,GDDR6,?GV-N4060AORUS E-8GD,Unknown,2/2/2025 20:02
ZOTAC NVIDIA GAMING GeForce RTX 3050 Twin Edge 8 GB GDD...,297.28,ZOTAC,8,GDDR6,GAMING GeForce RTX 3050 Twin Edge,Unknown,2/2/2025 20:02
MSI NVIDIA GeForce RTX 4070 VENTUS 2X E 12G OC 12 GB GD...,716.86,MSI,12,GDDR6,GeForce RTX 4070 VENTUS 2X E 12G OC,Unknown,2/2/2025 20:02
ZEBRONICS NVIDIA ZEBGT730 4 GB GDDR3 Graphics Card,39.14,ZEBRONICS,4,GDDR3,ZEBGT730,Unknown,2/2/2025 20:02
ASUS NVIDIA Geforce GT 710 2 GB DDR3 Graphics Card,48.18,ASUS,2,DDR3,Geforce GT 710,"HDMI, DVI",2/2/2025 20:02
Xsentuals NVIDIA PCI-E VER009S-PLUS / 009S Plus / 8 Cap...,7.22,Xsentuals,16,GDDR4,PCI-E VER009S-PLUS / 009S Plus / 8 Capacitor / 3 Power Supply / 1X to 16X Riser Card USB 3.0 PCIE Riser Graphics Extension Riser Adapter Card - GPU Riser - Mining Bitcoin Ethereum BTC ETH,Unknown,2/2/2025 20:02
ASUS NVIDIA NVIDIA GeForce GT 730 Graphics Card (2GB GD...,144.53,ASUS,2,GDDR5,"NVIDIA GeForce GT 730 Graphics Card (2GB GDDR5, 4x HDMI ports)",Unknown,2/2/2025 20:02
AARVEX NVIDIA GT 730 4GB GDDR3 GPU 4 GB DDR3 Graphics C...,37.41,AARVEX,4,DDR3,GT 730 4GB GDDR3 GPU,"HDMI, DVI",2/2/2025 20:02
"Zorbes NVIDIA Graphics Card Bracket, GPU Stand,Graphics...",7.16,Zorbes,1,DDR3,"Graphics Card Bracket, GPU Stand,Graphics Card GPU Brace",Unknown,2/2/2025 20:02
Inno3D NVIDIA 3090 x4 4 GB GDDR6X Graphics Card,3601.2,Inno3D,4,GDDR6X,3090 x4,Unknown,2/2/2025 20:02
MSI NVIDIA GeForce RTX 3080 VENTUS 3X PLUS 12G OC LHR 1...,1421.67,MSI,12,GDDR6X,GeForce RTX 3080 VENTUS 3X PLUS 12G OC LHR,Unknown,2/2/2025 20:02
FIRSTPOINTSHOP NVIDIA LAPCARE GAMEX LGC-730 2 GB DDR3 G...,44.58,FIRSTPOINTSHOP,4,DDR3,LAPCARE GAMEX LGC-730 2 GB DDR3 Graphics Card,Unknown,2/2/2025 20:02
GALEX NVIDIA 3070TI 8 GB GDDR6 Graphics Card,783.12,GALEX,8,GDDR6,3070TI,Unknown,2/2/2025 20:02
GALAX NVIDIA NVIDIA-GEFORCE-3060 12 GB GDDR6 Graphics C...,433.73,GALAX,12,GDDR6,NVIDIA-GEFORCE-3060,Unknown,2/2/2025 20:02
GALEX NVIDIA 3070TI 8 GB GDDR6 Graphics Card,783.12,GALEX,8,GDDR6,3070TI,Unknown,2/2/2025 20:03
ZEB NVIDIA GT610-2GD3 2 GB DDR3 Graphics Card,29.52,ZEB,2,DDR3,GT610-2GD3,Unknown,2/2/2025 20:03
AMD AMD Radeon Sapphire NITRO+ Radeon™ RX 6800 Graphic ...,1361.43,AMD,16,GDDR6,"Sapphire NITRO+ Radeon™ RX 6800 Graphic Card with 16 GB GDDR6, RDNA™ 2",Unknown,2/2/2025 20:03
LipiWorld NVIDIA (Pack Of 2) VER-14Pro V014 Pro PCI-E 1...,14.45,LipiWorld,16,GDDR4,(Pack Of 2) VER-14Pro V014 Pro PCI-E 1X to 16X Pcie Riser Card,Unknown,2/2/2025 20:03
NexLens AMD/ATI 3D VR Glasses | Virtual Reality Headset...,6.88,NexLens,2,DDR2,"3D VR Glasses | Virtual Reality Headset for Gaming, Movies & Entertainment","HDMI, DVI",2/2/2025 20:03
"Etzin NVIDIA PCI-E 1 to 6 Riser Card,PCI-E 1X to Extern...",32.52,Etzin,1,DDR2,"PCI-E 1 to 6 Riser Card,PCI-E 1X to External 6 PCI-E USB 3.0 Adapte",Unknown,2/2/2025 20:03
microware NVIDIA USB 3.0 PCIE EXPRESS 1X TO 16X EXTENDE...,6.86,microware,2,DDR2,USB 3.0 PCIE EXPRESS 1X TO 16X EXTENDER RISER ADAPTER SET CARD & POWER CABLE,Unknown,2/2/2025 20:03
"Tobo NVIDIA M.2 to 2.5 inch SATA Enclosure,M.2 SSD to 2...",15.78,Tobo,10,DDR2,"M.2 to 2.5 inch SATA Enclosure,M.2 SSD to 2.5 inch SATA Adapter with case",Unknown,2/2/2025 20:03
GALAX NVIDIA 3070 Ti Exg 8 GB GDDR6 Graphics Card,722.89,GALAX,8,GDDR6,3070 Ti Exg,Unknown,2/2/2025 20:03
ZOTAC NVIDIA GeForce RTX 3060 Twin Edge 12 GB GDDR6 Gra...,389.73,ZOTAC,12,GDDR6,GeForce RTX 3060 Twin Edge,Unknown,2/2/2025 20:03
Etzin NVIDIA 6 in 1 PCI-E Riser Adapter Board 1 to 6 PC...,38.54,Etzin,1,DDR2,6 in 1 PCI-E Riser Adapter Board 1 to 6 PCI-E 1X Express USB3.0 PCI-E,Unknown,2/2/2025 20:03
LipiWorld NVIDIA VER011-PRO Riser Card 10 Capacitors PC...,7.28,LipiWorld,16,GDDR4,VER011-PRO Riser Card 10 Capacitors PCI-E 1X to 16X Riser Card,Unknown,2/2/2025 20:03
MSI NVIDIA GeForce RTX 4070 Ti SUPER 16G VENTUS 2X OC W...,1265.05,MSI,16,GDDR6,GeForce RTX 4070 Ti SUPER 16G VENTUS 2X OC WHITE,Unknown,2/2/2025 20:03
Jack and Rex NVIDIA NGFF M.2 M key to USB 3.0 Adapter C...,3,Jack and Rex,1,DDR2,NGFF M.2 M key to USB 3.0 Adapter Card Extender M2 to USB3.0 Adapter Converter for PCI-E Riser Card Graphics GPU Mining Miner Package ships in Anti-electrostatic bags to prevent damage.,Unknown,2/2/2025 20:03
LipiWorld NVIDIA (Pack Of 6) VER012-PRO Riser Card 10 C...,36.13,LipiWorld,16,GDDR4,(Pack Of 6) VER012-PRO Riser Card 10 Capacitors PCI-E 1X to 16X V012 Riser Card,Unknown,2/2/2025 20:03
LipiWorld NVIDIA (Pack Of 4) VER012-PRO Riser Card 10 C...,24.08,LipiWorld,16,GDDR4,(Pack Of 4) VER012-PRO Riser Card 10 Capacitors PCI-E 1X to 16X V012 Riser Card,Unknown,2/2/2025 20:03
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,24.18,Nextar,16,GDDR4,"VER 009S Riser Cable Black PCIE Riser 1X to 16X Graphics Extension for GPU Mining Powered Riser Adapter Card, 60cm USB 3.0 Cable, 4 Solid Capacitors, Two 6PIN & Molex 3 Power Options(Pack 0f 3)",Unknown,2/2/2025 20:03
Xsentuals NVIDIA PCI-E 1x to 16x Adapter Card USB3.0 Da...,4.81,Xsentuals,16,GDDR4,PCI-E 1x to 16x Adapter Card USB3.0 Data Cable Power Cable Kit Mining Card,Unknown,2/2/2025 20:03
AARVEX NVIDIA Graphic Card GT610 2GB DDR3 2 GB DDR3 Gra...,23.18,AARVEX,2,DDR3,Graphic Card GT610 2GB DDR3,"HDMI, DVI, VGA",2/2/2025 20:03
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,7.04,Nextar,16,GDDR4,"VER 009S Riser Cable Black PCIE Riser 1X to 16X Graphics Extension for GPU Mining Powered Riser Adapter Card, 60cm USB 3.0 Cable, 4 Solid Capacitors, Two 6PIN & Molex 3 Power Options(Pack 0f 1)",Unknown,2/2/2025 20:03
Tobo AMD/ATI Riser Card VER0010S Plus Ultra Latest / 8 ...,20.17,Tobo,1,DDR2,Riser Card VER0010S Plus Ultra Latest / 8 Capacitor / GPU Riser / PCIE Riser Express Cable 16x to 1x Power PCIe Riser Adapter 80cm USB 3.0 Cable (VER 010S-Pack-2),Unknown,2/2/2025 20:04
microware NVIDIA PCI-E 1 to 7 Riser Card Riser Heat Sin...,26.07,microware,1,GDDR6X,PCI-E 1 to 7 Riser Card Riser Heat Sink Converter for Video Card BTC Mining,Unknown,2/2/2025 20:04
Inno3D NVIDIA NVIDIA GEFORCE RTX 4070 Twin X2 OC 12GB G...,1214.46,Inno3D,12,GDDR6,NVIDIA GEFORCE RTX 4070 Twin X2 OC 12GB GDDR6X 192-bit,Unknown,2/2/2025 20:04
