Title,Price,Screen Size,Maximum Resolution,Aspect Ratio,Response Time,Model,Refresh Rate,Price (USD),Brand
LG UltraGear 85.09 cm (33.5 inch) Curved Quad HD LED Backlit VA Panel Gaming Monitor (34GP63A-BB.ATRRM...,36499.0,85.09,3440x1440,21:09,1.0,34GP63A-BB.ATRRMKN,160.0,437.99,Unknown
Enter 39.12 cm (15.4 inch) HD LED Backlit Monitor (E-M16B),2499.0,39.12,1280x800,16:09,3.0,E-M16B,60.0,29.99,Unknown
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,6599.0,60.45,,,4.0,D24-20/D24-40,75.0,79.19,Unknown
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),2469.0,43.18,1280x1024,5:04,5.0,MON-0065,60.0,29.63,Unknown
"OnePlus 68.58 cm (27 inch) Quad HD LED Backlit IPS Panel with HDR400, Type-C, 3-Side Bezel Less, Flick...",39999.0,68.58,2560x1440,16:09,1.0,X 27,165.0,479.99,Unknown
"BenQ PD 63.5 cm (25 inch) Quad HD LED Backlit IPS Panel HDR10, 95%P3, 100% Rec709, 100% sRGB, Pantone ...",29750.0,63.5,2560x1440,16:09,5.0,PD2506Q,60.0,357.0,Unknown
"DELL S Series 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Years warranty, 99% sRGB, Low Blue Light t...",9799.0,60.45,1920x1080,16:09,4.0,S2421HNM / S2421HN,75.0,117.59,Unknown
"ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel with 300 Nits Brightness, HDR10, 99% sRGB 1 x DP, 1 x H...",11799.0,68.58,1920x1080,16:09,1.0,"ZEB-IGM 102,ZEB-N27A",180.0,141.59,Unknown
Acer 49.53 cm (19.5 inch) HD LED Backlit TN Panel Monitor (20CH1Q),7880.0,49.53,1366x768,16:09,5.0,20CH1Q,60.0,94.56,Unknown
"Lenovo L - Series 60.45 cm (23.8 Inch) Full HD LED Backlit IPS Panel with TUV Eye Care, Smart Display ...",7999.0,60.45,1920x1080,16:09,4.0,"L24i-30,C20238FL0",75.0,95.99,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
"DELL 46.99 cm (18.5 inch) HD LED Backlit TN Panel with 3-Years Warranty, Brightness 200 cd/m�, Contras...",6711.0,46.99,1366x768,16:09,5.0,D1918H,60.0,80.53,Unknown
"DELL 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with Built-In 5W Dual Speaker, 99% sRGB(typical)...",15699.0,68.58,,16:09,4.0,S2725HS,100.0,188.39,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),3154.0,50.8,1600x900,16:09,5.0,MON-0054,60.0,37.85,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),2699.0,50.8,1600x900,16:09,3.0,MON-0074,60.0,32.39,Unknown
"DELL 60.96 cm (24 inch) Full HD LED Backlit IPS Panel with 99% sRGB Color Gamut, Flicker Free Technolo...",9299.0,60.96,1920x1080,16:09,4.0,S2421HNM,75.0,111.59,Unknown
LG 86.36 cm (34 inch) Quad HD IPS Panel Monitor (34WN780-BM.ATRDMSN),42200.0,86.36,,,5.0,34WN780-BM.ATRDMSN,60.0,506.4,Unknown
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),11999.0,81.28,1920x1080,16:09,8.0,ZEB -AC32FHD LED,75.0,143.99,Unknown
"LG 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Side Borderless Display,Tilt-able Stand, Black Stabil...",7599.0,60.45,,16:09,5.0,24MR400-BA.CTRRMV,100.0,91.19,Unknown
FINGERS Satin 54.48 cm (21.45 inch) Full HD LED Backlit VA Panel Monitor (The Big Picture),6299.0,54.48,1920x1080,0.6729166666666666,20.0,The Big Picture,100.0,75.59,Unknown
"HP 60.45 cm (23.8 inch) Full HD IPS Panel with 99% sRGB, Height Adjustable/Tilt/Swivel/Pivot, Gaming C...",17990.0,60.45,,16:09,1.0,OMEN 24,165.0,215.88,Unknown
"DELL 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with 99% sRGB Color Gamut, Flicker Free Technolo...",12499.0,68.58,1920x1080,16:09,4.0,S2721HNM,75.0,149.99,Unknown
"Lenovo L-Series 60.96 cm (24 inch) Full HD IPS Panel with HDMI, USB-C Port, 3Wx2 Speakers, HDMI, VGA, ...",13249.0,60.96,1920x1080,16:09,4.0,L24m-40,100.0,158.99,Unknown
"ZEBRONICS 39.62 cm (15.6 inch) Full HD IPS Panel with 180-degree Adjustable Stand, 16:9 Aspect Ratio, ...",9999.0,39.62,1920x1080,16:09,25.0,(Zeb-Pixigo A16 (Zeb-KPM 2)),60.0,119.99,Unknown
"ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel 80 cm, Wall Mountable, Slim Gaming Monitor (ZEB-A...",15999.0,81.28,1920x1080,16:09,12.0,ZEB-AC32FHD LED,165.0,191.99,Unknown
Frontech Ultima Series 60.96 cm (24 inch) Full HD LED Backlit IPS Panel Monitor (MON-0072),6070.0,60.96,1920x1080,16:09,12.0,MON-0072,75.0,72.84,Unknown
Acer Nitro 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel Gaming Monitor (VG240Y),9999.0,60.45,1920x1080,16:09,0.5,VG240Y,165.0,119.99,Unknown
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,6599.0,60.45,,,4.0,D24-20/D24-40,75.0,79.19,Unknown
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),2469.0,43.18,1280x1024,5:04,5.0,MON-0065,60.0,29.63,Unknown
Enter HDMI and VGA LED 50.8 cm (20 inch) Full HD TN Panel Monitor (20 inch),2998.0,50.8,,,6.0,20 inch,60.0,35.98,Unknown
Enter 39.12 cm (15.4 inch) HD Monitor (15.4 inch HD LED Backlit Monitor with HDMI & VGA (E-MO-A06)),2500.0,39.12,,,1.0,15.4 inch HD LED Backlit Monitor with HDMI & VGA (E-MO-A06),60.0,30.0,Unknown
"LG Led-Monitor 54.61 cm (21.5 inch) Full HD LED Backlit VA Panel with OnScreen Control, Reader Mode, F...",6800.0,54.61,1920x1080,16:09,20.0,22MP410-B.ATR,75.0,81.6,Unknown
Acer 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Monitor (RS272),9499.0,68.58,1920x1080,16:09,1.0,RS272,100.0,113.99,Unknown
"DELL S Series 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Years warranty, 99% sRGB, Low Blue Light t...",9799.0,60.45,1920x1080,16:09,4.0,S2421HNM / S2421HN,75.0,117.59,Unknown
"ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel with 300 Nits Brightness, HDR10, 99% sRGB 1 x DP, 1 x H...",11799.0,68.58,1920x1080,16:09,1.0,"ZEB-IGM 102,ZEB-N27A",180.0,141.59,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
"Acer 59.94 cm (23.6 inch) Curved Full HD VA Panel with VESA Mount Support, 1500R Curvature, HDMI 1.4, ...",,59.94,1920x1080,,1.0,ED240Q,75.0,,Unknown
"LG Ultra-Gear 80.01 cm (31.5 inch) Quad HD LED Backlit VA Panel with HDR10,Black Stabilizer, 3-Side Vi...",21500.0,80.01,2560x1440,16:09,1.0,32GN600,165.0,258.0,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),3154.0,50.8,1600x900,16:09,5.0,MON-0054,60.0,37.85,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),2699.0,50.8,1600x900,16:09,3.0,MON-0074,60.0,32.39,Unknown
"SAMSUNG M7 81.28 cm (32 inch) 4K Ultra HD VA Panel with Mouse & Keyboard Control, OTT Apps, IoT Hub, O...",30499.0,81.28,3840x2160,,4.0,LS32DM700UWXXL,60.0,365.99,Unknown
Acer KG1 71.12 cm (28 inch) 4K Ultra HD TN Panel Monitor (KG281K),19999.0,71.12,3840x2160,,1.0,KG281K,60.0,239.99,Unknown
HP 86.36 cm (34 inch) Curved WQHD VA Panel Gaming Monitor (OMEN 34c),52499.0,86.36,,21:09,1.0,OMEN 34c,165.0,629.99,Unknown
"SAMSUNG M5 68.58 cm (27 inch) Full HD LED Backlit VA Panel Monitor (1 Billion Color, Smart TV Bluetoot...",16498.0,68.58,920x1,16:09,4.0,"1 Billion Color, Smart TV Bluetooth, IOT, Speakers, Remote LS27BM500EWXXL Black",60.0,197.98,Unknown
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),11999.0,81.28,1920x1080,16:09,8.0,ZEB -AC32FHD LED,75.0,143.99,Unknown
"LG 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Side Borderless Display,Tilt-able Stand, Black Stabil...",7599.0,60.45,,16:09,5.0,24MR400-BA.CTRRMV,100.0,91.19,Unknown
"LG 55.88 cm (22 inch) Full HD LED Backlit IPS Panel with HDMI, DVI,VGA, Audio-IN Ports, Monitor (22MP6...",12899.0,55.88,1920x1080,16:09,5.0,22MP68VQ,75.0,154.79,Unknown
"Acer 86.36 cm (34 inch) Quad HD IPS Panel with Comfy Viewing, HDR Ready Technology, 6 axis Color Adjus...",28582.0,86.36,,,1.0,CB342CK,75.0,342.98,Unknown
"ZEBRONICS 39.62 cm (15.6 inch) Full HD IPS Panel with 180-degree Adjustable Stand, 16:9 Aspect Ratio, ...",9999.0,39.62,1920x1080,16:09,25.0,(Zeb-Pixigo A16 (Zeb-KPM 2)),60.0,119.99,Unknown
"ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel 80 cm, Wall Mountable, Slim Gaming Monitor (ZEB-A...",15999.0,81.28,1920x1080,16:09,12.0,ZEB-AC32FHD LED,165.0,191.99,Unknown
ZEBRONICS 68.58 cm (27 inch) Full HD LED Backlit VA Panel Wall Mountable Slim Gaming Monitor (ZEB A27F...,11999.0,68.58,1920x1080,16:09,12.0,ZEB A27FHD,165.0,143.99,Unknown
"ASUS 60.45 cm (23.8 inch) Full HD IPS Panel VESA Mountable, Tilt, Low Blue Light, Flicker Free, HDMI E...",8999.0,60.45,,16:09,1.0,VA24EHF,100.0,107.99,Unknown
Acer Vero Series 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with Colorful Patterned Back Mood li...,9499.0,68.58,1920x1080,16:09,1.0,RS272,100.0,113.99,Unknown
"SAMSUNG S4 60.96 cm (24 inch) Full HD IPS Panel with Eye Saver Mode, Flicker Free, Height Adjustable S...",11599.0,60.96,1920x1080,16:09,4.0,LS24C430GAWXXL,100.0,139.19,Unknown
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,6599.0,60.45,,,4.0,D24-20/D24-40,75.0,79.19,Unknown
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),2469.0,43.18,1280x1024,5:04,5.0,MON-0065,60.0,29.63,Unknown
"Matrix 48.26 cm (19 inch) Full HD VA Panel Monitor (VisionEdge 19"" LED Monitor)",3499.0,48.26,1366x768,1899-12-31,5.0,"VisionEdge 19"" LED Monitor",60.0,41.99,Unknown
"HP Series 5 80.01 cm (31.5 inch) Full HD LED Backlit VA Panel with On-screen controls, Anti-glare, 300...",25200.0,80.01,1920x1080,,7.0,532sf,100.0,302.4,Unknown
"DELL S Series 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Years warranty, 99% sRGB, Low Blue Light t...",9799.0,60.45,1920x1080,16:09,4.0,S2421HNM / S2421HN,75.0,117.59,Unknown
"ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel with 300 Nits Brightness, HDR10, 99% sRGB 1 x DP, 1 x H...",11799.0,68.58,1920x1080,16:09,1.0,"ZEB-IGM 102,ZEB-N27A",180.0,141.59,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
iVoomi 55.88 cm (22 inch) Full HD LED Backlit IPS Panel Monitor (IV-L2003AHD),7399.0,55.88,1920x1080,16:9 Flat,5.0,IV-L2003AHD,75.0,88.79,Unknown
HP 60.45 cm (23.8 inch) Full HD IPS Panel Gaming Monitor (Omen 24),19600.0,60.45,1920x1080,0.672916667,1.0,Omen 24,165.0,235.2,Unknown
"SAMSUNG 68.58 cm (27 inch) 4K Ultra HD LED Backlit IPS Panel with HDR10, Wide Viewing Angle, Borderles...",24599.0,68.58,3840x2160,16:09,5.0,LS27A700NWWXXL,60.0,295.19,Unknown
Enter 43.43 cm (17.1 inch) HD LED Backlit Monitor (E-M0-A02),2450.0,43.43,,16:07,4.0,E-M0-A02,60.0,29.4,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),3154.0,50.8,1600x900,16:09,5.0,MON-0054,60.0,37.85,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),2699.0,50.8,1600x900,16:09,3.0,MON-0074,60.0,32.39,Unknown
"SAMSUNG M8 81.28 cm (32 inch) 4K Ultra HD VA Panel AI Upscaling, Mouse & Keyboard Control, OTT Apps, I...",47999.0,81.28,3840x2160,,4.0,LS32DM801UWXXL,60.0,575.99,Unknown
AOC 59.94 cm (23.6 inch) Curved Full HD IPS Panel Gaming Monitor (C24G1),12999.0,59.94,1920x1080,,1.0,C24G1,144.0,155.99,Unknown
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),11999.0,81.28,1920x1080,16:09,8.0,ZEB -AC32FHD LED,75.0,143.99,Unknown
"LG 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Side Borderless Display,Tilt-able Stand, Black Stabil...",7599.0,60.45,,16:09,5.0,24MR400-BA.CTRRMV,100.0,91.19,Unknown
LG ULTRAGEAR GAMING 60.96 cm (24 inch) Full HD LED Backlit IPS Panel Gaming Monitor ((24GN65R)- 1920x1...,12818.0,60.96,1920x1080,16:09,1.0,"(24GN65R)- 1920x1080,HDR 10, sRGB 99%, DP,HDMI, Height,Tilt & Pivot Adjust Stand",144.0,153.82,Unknown
Enter 48.26 cm (19 inch) HD LED Backlit VA Panel Monitor (19 INCH HD LED Backlit Gaming Monitor (E-MO-...,2849.0,48.26,1440x900,"16:9,4:3",5.0,19 INCH HD LED Backlit Gaming Monitor (E-MO-A01) (Response Time: 5 ms),60.0,34.19,Unknown
"LG Ultra-Gear 68.58 cm (27 Inches) Full HD LED Backlit IPS Panel with Height Adjustable Stand, HDR 10,...",22000.0,68.58,1920x1080,16:09,1.0,27GP750-B.ATR,240.0,264.0,Unknown
"DELL 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with Built-In 5W Dual Speaker, 99% sRGB (typical...",14999.0,68.58,,16:09,4.0,S2725H,100.0,179.99,Unknown
"ZEBRONICS 39.62 cm (15.6 inch) Full HD IPS Panel with 180-degree Adjustable Stand, 16:9 Aspect Ratio, ...",9999.0,39.62,1920x1080,16:09,25.0,(Zeb-Pixigo A16 (Zeb-KPM 2)),60.0,119.99,Unknown
"ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel 80 cm, Wall Mountable, Slim Gaming Monitor (ZEB-A...",15999.0,81.28,1920x1080,16:09,12.0,ZEB-AC32FHD LED,165.0,191.99,Unknown
"Acer Nitro ED3 86.36 cm (34 inch) Curved UWQHD LED Backlit VA Panel with HDR10 Support, AdobeRGB 90%, ...",28299.0,86.36,3440x1440,21:09,0.5,ED343CUR,180.0,339.59,Unknown
PHILIPS 54.61 cm (21.5 Inch) Full HD VA Panel Monitor (222V8LA/94 22 inch VA Panel LCD Monitor with Fu...,5990.0,54.61,1920x1080,16:09,4.0,222V8LA/94 22 inch VA Panel LCD Monitor with Full HD,75.0,71.88,Unknown
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,6599.0,60.45,,,4.0,D24-20/D24-40,75.0,79.19,Unknown
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),2469.0,43.18,1280x1024,5:04,5.0,MON-0065,60.0,29.63,Unknown
ASUS 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Gaming Monitor (TUF VG279QM),31790.0,68.58,1920x1080,,1.0,TUF VG279QM,280.0,381.48,Unknown
DELL 68.58 cm (27 inch) Quad HD LED Backlit IPS Panel Monitor (27 QHD Monitor - SE2723DS),22299.0,68.58,2560x1440,,4.0,27 QHD Monitor - SE2723DS,75.0,267.59,Unknown
MarQ by Flipkart 55.88 cm (22 inch) Full HD LED Backlit VA Panel with 2 X 3W Inbuilt Speakers Monitor ...,5899.0,55.88,1920x1080,16:09,5.0,22FHDMVQIIHB,75.0,70.79,Unknown
SAMSUNG 68.58 cm (27 inch) Curved Full HD VA Panel Gaming Monitor (LC27R500FHWXXL),11999.0,68.58,,,4.0,LC27R500FHWXXL,60.0,143.99,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),3154.0,50.8,1600x900,16:09,5.0,MON-0054,60.0,37.85,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),2699.0,50.8,1600x900,16:09,3.0,MON-0074,60.0,32.39,Unknown
Acer UT222Q 54.61 cm (21.5 inch) Full HD LED Backlit IPS Panel Monitor (UT222Q 21.5 Inch Full HD IPS 1...,18999.0,54.61,1920x1080,16:09,4.0,UT222Q 21.5 Inch Full HD IPS 10 Point Touch Monitor with AMD FreeSync Technology,75.0,227.99,Unknown
PHILIPS 68.58 cm (27 inch) Full HD Wall Mountable Monitor (271V8/94),10049.0,68.58,,,4.0,271V8/94,60.0,120.59,Unknown
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),11999.0,81.28,1920x1080,16:09,8.0,ZEB -AC32FHD LED,75.0,143.99,Unknown
"LG 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Side Borderless Display,Tilt-able Stand, Black Stabil...",7599.0,60.45,,16:09,5.0,24MR400-BA.CTRRMV,100.0,91.19,Unknown
Enter 43.18 cm (17 inch) HD Monitor (17.1 inch HD LED Backlit Monitor (E-M0-A02) (Response Time: 4 ms)...,2299.0,43.18,,,4.0,17.1 inch HD LED Backlit Monitor (E-M0-A02) (Response Time: 4 ms),60.0,27.59,Unknown
Enter 39.12 cm (15.4 inch) Full HD Monitor (E-MO-A05),2299.0,39.12,,,3.0,E-MO-A05,60.0,27.59,Unknown
"LG Ultra Gear Monitor 81.28 cm (32 inch) Full HD LED Backlit VA Panel with HDR 10, sRGB 95%, DP, HDMI,...",21300.0,81.28,1920x1080,16:09,1.0,32GN50R-BB.ATRUMVN,165.0,255.6,Unknown
DELL 49.53 cm (19.5 inch) HD+ LED Backlit TN Panel Monitor (D2020H),6999.0,49.53,,,5.0,D2020H,60.0,83.99,Unknown
"ZEBRONICS 39.62 cm (15.6 inch) Full HD IPS Panel with 180-degree Adjustable Stand, 16:9 Aspect Ratio, ...",9999.0,39.62,1920x1080,16:09,25.0,(Zeb-Pixigo A16 (Zeb-KPM 2)),60.0,119.99,Unknown
"ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel 80 cm, Wall Mountable, Slim Gaming Monitor (ZEB-A...",15999.0,81.28,1920x1080,16:09,12.0,ZEB-AC32FHD LED,165.0,191.99,Unknown
"Lenovo L - Series 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with TUV Eye Care, Smart Display Cu...",17499.0,68.58,1920x1080,16:09,4.0,L27i-30,75.0,209.99,Unknown
SAMSUNG 55.88 cm (22 inch) Full HD LED Backlit IPS Panel Monitor (LF22T354FHWXXL),7449.0,55.88,1920x1080,16.9,5.0,LF22T354FHWXXL,75.0,89.39,Unknown
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,6599.0,60.45,,,4.0,D24-20/D24-40,75.0,79.19,Unknown
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),2469.0,43.18,1280x1024,5:04,5.0,MON-0065,60.0,29.63,Unknown
Acer 80.01 cm (31.5 inch) Curved Full HD LED Backlit VA Panel Gaming Monitor (ED320QR),16999.0,80.01,1920x1080,16:09,1.0,ED320QR,165.0,203.99,Unknown
"MSI 59.94 cm (23.6 inch) Curved Full HD VA Panel Eye-Friendly Screen, Built-in Speakers Anti Glare Bus...",9997.0,59.94,,16:09,5.0,Pro MP242C,60.0,119.96,Unknown
"LG 81.28 cm (32 inch) 4K Ultra HD VA Panel with Height/Tilt Adjustable Stand, Display Port, VESA Displ...",36499.0,81.28,,,5.0,32UL750,60.0,437.99,Unknown
Acer 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel Monitor (RS242Y),7685.0,60.45,1920x1080,16:09,1.0,RS242Y,100.0,92.22,Unknown
"DELL S Series 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Years warranty, 99% sRGB, Low Blue Light t...",9799.0,60.45,1920x1080,16:09,4.0,S2421HNM / S2421HN,75.0,117.59,Unknown
"ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel with 300 Nits Brightness, HDR10, 99% sRGB 1 x DP, 1 x H...",11799.0,68.58,1920x1080,16:09,1.0,"ZEB-IGM 102,ZEB-N27A",180.0,141.59,Unknown
Enter 39.12 cm (15.4 inch) HD Monitor (E-M16HB),2480.0,39.12,,,5.0,E-M16HB,80.0,29.76,Unknown
Acer 54.61 cm (21.5 inch) Full HD IPS Panel Monitor (B227Q),13495.0,54.61,1920x1080,,4.0,B227Q,75.0,161.94,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),3154.0,50.8,1600x900,16:09,5.0,MON-0054,60.0,37.85,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),2699.0,50.8,1600x900,16:09,3.0,MON-0074,60.0,32.39,Unknown
"Lenovo L - Series 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with TUV Eye Care, Smart Display Cu...",17499.0,68.58,1920x1080,16:09,4.0,L27i-30,75.0,209.99,Unknown
iVoomi 60.96 cm (24 inch) Full HD LED Backlit Monitor (IV-L1901HDF),6479.0,60.96,1920x1080,,5.0,IV-L1901HDF,60.0,77.75,Unknown
"SAMSUNG M8 81.28 cm (32 inch) 4K Ultra HD VA Panel with embedded TV Apps, Multiple Voice Assistants, S...",47599.0,81.28,3840x2160,16:09,4.0,LS32CM80GUWXXL,60.0,571.19,Unknown
DELL 60.96 cm (24 inch) HD Monitor (E2422HS - Full HD (1920 x 1080) LED Backlit Monitor - IPS Panel - ...,13399.0,60.96,,,5.0,"E2422HS - Full HD (1920 x 1080) LED Backlit Monitor - IPS Panel - VGA, HDMI & DISPLAY PORT, Inbuilt Speakers, Height Adjustable, 3 Years Warranty ( Black)) (Response Time: 10 ms)",60.0,160.79,Unknown
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),11999.0,81.28,1920x1080,16:09,8.0,ZEB -AC32FHD LED,75.0,143.99,Unknown
"LG 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Side Borderless Display,Tilt-able Stand, Black Stabil...",7599.0,60.45,,16:09,5.0,24MR400-BA.CTRRMV,100.0,91.19,Unknown
HP 68.58 cm (27 inch) Full HD LED Backlit Monitor (P27v),17499.0,68.58,1920x1080,16:09,5.0,P27v,75.0,209.99,Unknown
AOC 54.61 cm (21.5 inch) Full HD Monitor (22E1Q 21.5 inch Full HD Monitor),6999.0,54.61,1920x1080,16:09,8.0,22E1Q 21.5 inch Full HD Monitor,60.0,83.99,Unknown
"ZEBRONICS 39.62 cm (15.6 inch) Full HD IPS Panel with 180-degree Adjustable Stand, 16:9 Aspect Ratio, ...",9999.0,39.62,1920x1080,16:09,25.0,(Zeb-Pixigo A16 (Zeb-KPM 2)),60.0,119.99,Unknown
"ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel 80 cm, Wall Mountable, Slim Gaming Monitor (ZEB-A...",15999.0,81.28,1920x1080,16:09,12.0,ZEB-AC32FHD LED,165.0,191.99,Unknown
"LAPCARE 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel with Metal Stand, VGA & HDMI Port, Light We...",7199.0,60.45,1920x1080,16:09,5.0,LM24WFHD,60.0,86.39,Unknown
FINGERS Satin 60.45 cm (23.8 inch) Full HD LED Backlit VA Panel Monitor (The Big Picture),7999.0,60.45,1920x1080,0.6729166666666666,20.0,The Big Picture,100.0,95.99,Unknown
"MSI 86.36 cm (34 inch) Curved UWQHD VA Panel with AI Vision Technology, 1500R Curvature, 119% SRGB, HD...",34996.0,86.36,3440x1440,16:09,1.0,MAG342CQR E2,180.0,419.95,Unknown
"DELL P SERIES 60.96 cm (24 inch) Full HD LED Backlit IPS Panel Monitor ((P2425H, 99% sRGB,1x HDMI|1x D...",14299.0,60.96,1920x1080,16:09,5.0,"(P2425H, 99% sRGB,1x HDMI|1x DP|1x VGA| 5x USB 3.2 Gen1,Height Adjustable,Pivot",100.0,171.59,Unknown
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,6599.0,60.45,,,4.0,D24-20/D24-40,75.0,79.19,Unknown
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),2469.0,43.18,1280x1024,5:04,5.0,MON-0065,60.0,29.63,Unknown
Acer SA2-Series 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Monitor (SA272 G),9601.0,68.58,1920x1080,16:09,1.0,SA272 G,120.0,115.21,Unknown
SAMSUNG 55.88 cm (22 inch) Full HD LED Backlit IPS Panel Monitor (LF22T354FHWXXL),7449.0,55.88,1920x1080,16.9,5.0,LF22T354FHWXXL,75.0,89.39,Unknown
"DELL S Series 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Years warranty, 99% sRGB, Low Blue Light t...",9799.0,60.45,1920x1080,16:09,4.0,S2421HNM / S2421HN,75.0,117.59,Unknown
"ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel with 300 Nits Brightness, HDR10, 99% sRGB 1 x DP, 1 x H...",11799.0,68.58,1920x1080,16:09,1.0,"ZEB-IGM 102,ZEB-N27A",180.0,141.59,Unknown
