Title,Price,Brand,Memory Size,Memory Type,Chipset/GPU Model,Connectors,Collection Date
PNY GeForce GTX 460 XLR8 Enthusiast Edition 1GB GDDR5 PCIE Graphics Card,$20.00 ,PNY,1 GB,GDDR5,NVIDIA GeForce GTX 460,"DVI, DVI-D, mini-HDMI",2/5/2025 1:39
1GB Sparkle SFPX95 GeForce 9400GT DVI / S-Out / VGA PCI-e Graphics Video Card,$22.40 ,Sparkle,1 GB,DDR2,NVIDIA GeForce 9400 GT,"DVI, S-Video, VGA",2/5/2025 1:38
AMD FIREPRO W4300 4GB GDDR5 Graphics Card,$39.00 ,AMD,4 GB,GDDR5,FIREPRO W4300,Mini DisplayPort,2/5/2025 1:39
ASUS GeForce RTX 3070 8GB GDDR6 Graphics Card DUAL-RTX3070-O8G-2I3S,$309.99 ,ASUS,8GB GDDR6,N/A,N/A,N/A,2/5/2025 1:38
MSI NVIDIA GeForce GTX 980 Ti GAMING 6G Graphics Card,$79.99 ,MSI,N/A,N/A,980,N/A,2/5/2025 1:38
ASUS ProArt GeForce RTX 4080 SUPER OC 16GB GDDR6X Graphics card,"$1,580.00 ",ASUS,16 GB,GDDR6X,NVIDIA® GeForce RTX™ 4080 SUPER,"DisplayPort, HDMI",2/5/2025 1:38
ASUS GeForce RTX 3070 8GB GDDR6 Graphics Card TUF-RTX3070-O8G-GAMING,$304.99 ,ASUS,8GB GDDR6,N/A,N/A,N/A,2/5/2025 1:39
"EVGA Nvidia GeForce 6200 512MB DDR2 SDRAM, PCI Graphics Card. (512-P1-N402-LR)",$84.99 ,EVGA,512 MB,DDR2,NVIDIA GeForce 6200,"D-Sub, DVI, DVI-I",2/5/2025 1:39
HP NVIDIA GeForce GTX 1660 SUPER 6GB GDDR6 Graphics Card HP PN# L83322-001,US $104.47,N/A,N/A,N/A,N/A,N/A,2/5/2025 1:39
Tested DELL NVidia GeForce GTX 1660 Ti 6GB GDDR6 PCIe Graphics Video Card GPU,$129.99 ,Dell,6 GB,GDDR6,NVidia GeForce GTX 1660 Ti,"DisplayPort, DVI, HDMI",2/5/2025 1:39
HP express graphics  card 60.84.6F.00.16 GRAPHICS CARD,$25.00 ,HP,N/A,N/A,HP express graphics 60.84.6F.00.16,N/A,2/5/2025 1:38
NVIDIA A10G 24GB GDDR6 GPU Passive CoolerComputing Accelerator AI Graphics Card,"$2,331.07 ",NVIDIA,24 GB,GDDR6,A10G,N/A,2/5/2025 1:39
ASUS GeForce GT 710 2GB DDR3  Low Profile Graphics Card,$49.99 ,ASUS,2 GB,DDR3,NVIDIA GeForce GT 710,N/A,2/5/2025 1:38
Asus Radeon R9 290X 4GB DDR5 Graphic Card,$30.00 ,ASUS,4 GB,DDR5,Asus Radeon R9 290X,N/A,2/5/2025 1:39
ProLiant 800 PCI Graphics Card GDS440 - 273761-001,$18.89 ,HP,N/A,N/A,Not Available,N/A,2/5/2025 1:38
2GB PNY nVidia Quadro P400 3 x Port Mini HDMI GDDR5 PCI-e Graphics Video Card,$43.56 ,PNY,2 GB,GDDR5,Nvidia Quadro P400,mini-HDMI,2/5/2025 1:38
Great Condition PowerColor Radeon™ RX 5600 XT ITX Graphics Card,$138.62 ,PowerColor,6 GB,GDDR6,AMD Radeon RX 5600 XT,"DisplayPort, HDMI",2/5/2025 1:38
Dell Nvidia GeForce Graphics Card 24K8H,$47.99 ,Dell,N/A,N/A,024K8H,N/A,2/5/2025 1:38
Nvidia Quadro P620 2GB PCIe 4 x Mini DP Low Profile GPU Tested,US $24.00,N/A,N/A,N/A,N/A,N/A,2/5/2025 1:38
Sapphire Radeon R7 240 2GB DDR3 HDMI/DVI-D/VGA Boost PCI-Express Graphics Card,$41.95 ,SAPPHIRE,2 GB,DDR3,Sapphire Radeon R7 240,"DVI-D, HDMI, VGA",2/5/2025 1:39
Graphics Card Cooling Fan Replacement for EVGA P104-100 GPU Mining Repair Part,$13.83 ,Unbranded,N/A,N/A,PLA09215B12H,N/A,2/5/2025 1:38
512MB HP 5188-5630 Radeon X1300 Pro Dual DVI / S-VID PCI-e Graphics Video Card,$18.66 ,HP,512 MB,GDDR3,ATI Radeon X1300 PRO,"DVI, S-Video",2/5/2025 1:39
NVIDIA GeForce GTX 1070 Graphics Card Founders Edition 8GB GDDR5,$93.71 ,NVIDIA,8 GB,GDDR5,NVIDIA GeForce GTX 1080,"DVI, HDMI, DisplayPort",2/5/2025 1:38
Dell Nvidia GeForce RTX 3060 Ti 8GB GDDR6 Graphics Card - DPN 086RMK,$279.94 ,Dell,8 GB,GDDR6,NVIDIA GeForce RTX 3060 Ti,"DisplayPort, HDMI",2/5/2025 1:38
NVIDIA Quadro T400 Graphics Card T400 4 GB GDDR6 PCIe 3.0 x16 3×Mini DP 30W,$100.00 ,NVIDIA,4 GB,GDDR6,NVIDIA Quadro T400,Mini DisplayPort,2/5/2025 1:39
ASRock MD Radeon RX 5700 XT 8GB GDDR6 Graphics Card (RX5700XT) - USED FAN BROKEN,US $120.00,ASRock,8GB,GDDR6,AMD Radeon RX 5700 XT,DisplayPort,2/5/2025 1:38
Nvidia Tesla P4 8GB GPU Card graphics card Supermicro 900-2G414-0200-101,US $175.00,N/A,N/A,N/A,N/A,N/A,2/5/2025 1:38
AMD FirePro S7150 x2 16GB GDDR5 PCIe3.0 VDI vGPU SERVER GPU ACCELERATOR,US $30.00,N/A,N/A,N/A,N/A,N/A,2/5/2025 1:39
"Dell AMD Radeon HD 8570 1GB DDR3 SFF LP Graphics Card - DVI, Displayport",US $9.89,N/A,N/A,N/A,N/A,N/A,2/5/2025 1:38
NVIDIA 900-52401-0020-000 GRID K1 16GB Graphics Card,$22.99 ,NVIDIA,N/A,N/A,Does not apply,N/A,2/5/2025 1:39
Dell Nvidia NVS 510 2GB GDDR5 Video Graphics Card 4x Mini DP 061P37,$24.99 ,Dell,2 GB,DDR3,NVIDIA Quadro NVS 510,Mini DisplayPort,2/5/2025 1:38
NVIDIA GeForce RTX 3070 8GB GDDR6X Graphics Card,$250.00 ,Graphics,8 GB,GDDR6X,NVIDIA GeForce RTX 3070,N/A,2/5/2025 1:39
"HIS IceQ ATI Radeon HD 4670 1GB 128BIT DDR3, PCI Express 2.0 x16 Graphics Card!!",$29.99 ,H.I.S,PCI Express x16,DDR3,ATI Radeon HD 4670,N/A,2/5/2025 1:39
GPU Holder ARGB Brace Graphics Card GPU Support Video Card Holder Bracket Decor,$16.33/ea,Unbranded,N/A,N/A,other,N/A,2/5/2025 1:38
Zotac GeForce RTX 2080 Super 8GB GDDR6 PCIe 3.0 Graphics Card GPU,$220.00 ,ZOTAC,8 GB,GDDR6,NVIDIA GeForce RTX 2080,"DisplayPort, HDMI",2/5/2025 1:39
Dell Nvidia Quadro P2000 Graphics Card 5GB GDDR5  4x DP Displayport 87CG5,$108.95/ea,Dell,5 GB,GDDR5,NVIDIA Quadro 2000,DisplayPort,2/5/2025 1:39
XFX Radeon HD 6870 2GB DDR5 Graphics Card HD-687X-CNFC,$35.97 ,XFX,2 GB,DDR5,AMD Radeon HD 6870,"DVI-D, DVI-I, HDMI, Mini DisplayPort",2/5/2025 1:39
MSI Radeon RX 5600 XT GAMING MX GDDR6 Graphics Card GPU Near Mint,US $88.00,MSI,6 GB,GDDR6,AMD Radeon RX 5600 XT,"DisplayPort, HDMI",2/5/2025 1:39
NEW Dell Nvidia Quadro P600 2GB DDR5 PCIe Video Graphics Card R9X8Y,$59.99 ,Dell,2 GB,DDR5,Nvidia Quadro P600,Mini DisplayPort,2/5/2025 1:38
NVidia GeForce GTX 1660 Ti 6GB GDDR6 Graphics Card HP OEM L34258-001,$90.00 ,HP,6 GB,GDDR6,GeForce GTX 1660 Ti,N/A,2/5/2025 1:39
ASRock Intel Arc A380 Challenger ITX  6GB OC GDDR6 PCIe 4.0 Graphics card,US $155.00,N/A,N/A,N/A,N/A,N/A,2/5/2025 1:38
PNY VCQ290NVS-PCIEX1 Graphics Card Quadro NVS290,$24.90 ,PNY,256 MB,N/A,NVIDIA Quadro NVS 290,N/A,2/5/2025 1:38
NVIDIA GTX 1660 SUPER 6GB Graphics Card - PARTS ONLY,$20.00 ,Graphics,6 GB,GDDR6,NVIDIA GeForce GTX 1660,N/A,2/5/2025 1:38
NVIDIA Crystal Card GTX 1080 GPU IC Die Specimen Tech Cyber Art Decoration Gift,$50.00 ,NVIDIA,N/A,N/A,NVIDIA GeForce GTX 1080,N/A,2/5/2025 1:38
Radeon 9600 256MB DDR Visiontek AGP Vintage Retro Gaming Graphics Card,$49.99 ,VisionTek,256 MB,N/A,ATI Radeon 9600,"DVI, S-Video, VGA",2/5/2025 1:39
Dell Nvidia T1000 8GB Graphics Card - GDDR6 - Low Profile - PCI-e 3.0 X16 05NM32,$249.95/ea,Dell,8 GB,GDDR6,GDDR6,N/A,2/5/2025 1:38
tested ATI 3D Rage Pro PCI Graphics Card 8mb video card VGA,$70.00 ,ATI,8 MB,N/A,ATI 3D Rage pro,VGA,2/5/2025 1:38
